row_label_raw,row_label_full,col_0,Số cuối nămTriệu đồng,Số đầu nămTriệu đồng,numeric__Số cuối nămTriệu đồng,numeric__Số đầu nămTriệu đồng
Lãi phải trả tiền gửi tiết kiểm bằng VND,Lãi phải trả tiền gửi tiết kiểm bằng VND,Lãi phải trả tiền gửi tiết kiểm bằng VND,821.491,830.079,821491.0,830079.0
Lãi phải trả tiền gửi bằng VND,Lãi phải trả tiền gửi bằng VND,Lãi phải trả tiền gửi bằng VND,468.029,359.996,468029.0,359996.0
Lãi phải trả từ giao dịch hoán đổi,Lãi phải trả từ giao dịch hoán đổi,Lãi phải trả từ giao dịch hoán đổi,54.000,109.260,54000.0,109260.0
Lãi phải trả từ giao dịch kỳ han,Lãi phải trả từ giao dịch kỳ han,Lãi phải trả từ giao dịch kỳ han,22.402,9.685,22402.0,9685.0
Lãi phải trả phát hành giấy tờ có giá bằng VND,Lãi phải trả phát hành giấy tờ có giá bằng VND,Lãi phải trả phát hành giấy tờ có giá bằng VND,19.065,202.807,19065.0,202807.0
Lãi phải trả cho tiền vay bằng ngoại tệ bằng ngoại tệ,Lãi phải trả cho tiền vay bằng ngoại tệ bằng ngoại tệ,Lãi phải trả cho tiền vay bằng ngoại tệ bằng ngoại tệ,7.701,16.378,7701.0,16378.0
Lãi phải trả cho tiền vay bằng ngoại tệ bằng ngoại tệ,Lãi phải trả cho tiền vay bằng ngoại tệ bằng ngoại tệ,Lãi phải trả cho tiền vay bằng ngoại tệ bằng ngoại tệ,1.227,2.160,1227.0,2160.0
Lãi phải trả cho tiền vay bằng VND,Lãi phải trả cho tiền vay bằng VND,Lãi phải trả cho tiền vay bằng VND,167,15.575,167.0,15575.0
"Lãi phải trả cho vốn tài trợ, ủy thác đầu tư bằng VND","Lãi phải trả cho vốn tài trợ, ủy thác đầu tư bằng VND","Lãi phải trả cho vốn tài trợ, ủy thác đầu tư bằng VND",63,60,63.0,60.0
Lãi phải trả tiền gửi bằng ngoại tệ,Lãi phải trả tiền gửi bằng ngoại tệ,Lãi phải trả tiền gửi bằng ngoại tệ,3,71,3.0,71.0
,,,1.394.148,1.546.071,1394148.0,1546071.0
