row_label_raw,row_label_full,STT,Tên công ty,31/12/2019 > Giá gốc VND,31/12/2019 > Dự phòng VND,31/12/2019 > Giá trị hợp lý VND,1/1/2019 > Giá gốc VND,1/1/2019 > Dự phòng VND,1/1/2019 > Giá trị hợp lý VND,numeric__Tên công ty,numeric__31/12/2019 > Giá gốc VND,numeric__31/12/2019 > Dự phòng VND,numeric__31/12/2019 > Giá trị hợp lý VND,numeric__1/1/2019 > Giá gốc VND,numeric__1/1/2019 > Dự phòng VND,numeric__1/1/2019 > Giá trị hợp lý VND
1,1,1,Công ty Cổ phần Hóa đầu Quân đội,50.000.000.000,-,(*),50.000.000.000,-,(*),,50000000000.0,,,50000000000.0,,
2,2,2,Ngân hàng TMCP Xuất nhập khẩu Việt Nam,49.913.937.200,(5.991.102.200),43.922.835.000,49.913.937.200,(15.244.508.450),34.669.428.750,,49913937200.0,-5991102200.0,43922835000.0,49913937200.0,-15244508450.0,34669428750.0
3,3,3,Công ty Cổ phần An Phú,110.724.000.000,(96.937.053.556),(*),110.724.000.000,(105.247.500.000),(*),,110724000000.0,-96937053556.0,,110724000000.0,-105247500000.0,
4,4,4,Các công ty khác,93.071.282.307,(5.764.248.536),(*),90.489.182.307,(4.263.522.704),(*),,93071282307.0,-5764248536.0,,90489182307.0,-4263522704.0,
,,,,303.709.219.507,(108.692.404.292),,301.127.119.507,(124.755.531.154),,,303709219507.0,-108692404292.0,,301127119507.0,-124755531154.0,
