row_label_raw,row_label_full,Lưu chuyển tiền thuần trong năm\( (50 = 20 + 30 + 40) \) > Tiền và các khoản tương đương tiền đầu năm,Mã số > 50 > 60,2019 VND > 1.051.543.005.193 > 10.220.835.547.036,2018 VND Đã điều chỉnh lại > (4.002.399.513.658) > 14.223.421.508.261,numeric__Mã số > 50 > 60,numeric__2019 VND > 1.051.543.005.193 > 10.220.835.547.036,numeric__2018 VND Đã điều chỉnh lại > (4.002.399.513.658) > 14.223.421.508.261
Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,61,2.827.858.445,(186.447.567),61.0,2827858445.0,-186447567.0
Tiền và các khoản tương đương tiền cuối năm \( (70 = 50 + 60 + 61) \)(Thuyết minh 5),Tiền và các khoản tương đương tiền cuối năm \( (70 = 50 + 60 + 61) \)(Thuyết minh 5),Tiền và các khoản tương đương tiền cuối năm \( (70 = 50 + 60 + 61) \)(Thuyết minh 5),70,11.275.206.410.674,10.220.835.547.036,70.0,11275206410674.0,10220835547036.0
