row_label_raw,row_label_full,STT,Tên công ty,Địa chỉ,Hoạt động chính,31/12/2019 > Tỷ lệ biểu quyết,31/12/2019 > Tỷ lệ sở hữu,31/12/2019 > Giá trị đầu tư theo phương pháp vốn chủ VND,31/12/2019 > Dự phòng VND,31/12/2019 > Giá trị hợp lý VND,31/12/2019 > Tỷ lệ biểu quyết_1,31/12/2019 > Tỷ lệ sở hữu_1,1/1/2019 > Giá trị đầu tư theo phương pháp vốn chủ VND Đã điều chỉnh lại,1/1/2019 > Dự phòng VND,1/1/2019 > Giá trị hợp lý VND,numeric__Tên công ty,numeric__Địa chỉ,numeric__Hoạt động chính,numeric__31/12/2019 > Tỷ lệ biểu quyết,numeric__31/12/2019 > Tỷ lệ sở hữu,numeric__31/12/2019 > Giá trị đầu tư theo phương pháp vốn chủ VND,numeric__31/12/2019 > Dự phòng VND,numeric__31/12/2019 > Giá trị hợp lý VND,numeric__31/12/2019 > Tỷ lệ biểu quyết_1,numeric__31/12/2019 > Tỷ lệ sở hữu_1,numeric__1/1/2019 > Giá trị đầu tư theo phương pháp vốn chủ VND Đã điều chỉnh lại,numeric__1/1/2019 > Dự phòng VND,numeric__1/1/2019 > Giá trị hợp lý VND
Công ty liên doanh,Công ty liên doanh,Công ty liên doanh,Công ty liên doanh,Công ty liên doanh,Công ty liên doanh,Công ty liên doanh,Công ty liên doanh,Công ty liên doanh,Công ty liên doanh,Công ty liên doanh,Công ty liên doanh,Công ty liên doanh,Công ty liên doanh,Công ty liên doanh,Công ty liên doanh,,,,,,,,,,,,,
1,Công ty liên doanh > 1,1,Công ty TNHH Castrol BP-PETCO Việt Nam,TP Hồ Chí Minh,Chế biến các sản phẩmđầu hơn,35.00%,35.00%,404.706.775.078,-,(*),35.00%,35.00%,396.364.711.746,-,(*),,,,35.0,35.0,404706775078.0,,,35.0,35.0,396364711746.0,,
Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,,,,,,,,,,,,,
1,Công ty liên kết > 1,1,Ngân hàng Thương mai Cổ phần Xăng dầu Petrolimex (i),Hà Nội,Kinh doanh dịch vụ ngân hàng,"40,00%",40.00%,1.504.166.045.552,-,(*),40.00%,40.00%,1.475.343.544.182,-,(*),,,,0.4,40.0,1504166045552.0,,,40.0,40.0,1475343544182.0,,
2,Công ty liên kết > 2,2,Tổng Công ty Cổ phần Bảo hiểm Petrolimex (i),Hà Nội,Kinh doanh bảo hiểm,40.95%,40.95%,629.665.265.677,-,708.402.240.000,40.95%,40.95%,611.312.324.543,-,657.542.592.000,,,,40.95,40.95,629665265677.0,,708402240000.0,40.95,40.95,611312324543.0,,657542592000.0
3,Công ty liên kết > 3,3,Công ty CP Du lịch Thương mại Kiên Giang,Kiên Giang,"Nông sản, xăng dầu",38.94%,38.94%,162.914.097.099,-,(*),38.94%,38.94%,168.575.489.297,-,(*),,,,38.94,38.94,162914097099.0,,,38.94,38.94,168575489297.0,,
4,Công ty liên kết > 4,4,Công ty CP Tổng Công ty Xây lắp và Thương mai Petrolimex,Hà Nội,Kinh doanh thương mại,35.00%,35.00%,155.084.968.450,-,(*),35.00%,35.00%,145.884.559.733,-,(*),,,,35.0,35.0,155084968450.0,,,35.0,35.0,145884559733.0,,
5,Công ty liên kết > 5,5,Công ty CP Phát triển nhà Petrolimex – Tradoco,Vũng Tàu,Kinh doanh bất động sản,-,-,-,-,(*),46.00%,46.00%,93.596.193.484,-,(*),,,,,,,,,46.0,46.0,93596193484.0,,
6,Công ty liên kết > 6,6,Công ty CP Dịch vụ Dương cao tốc Việt Nam,Hà Nội,"Đầu tư, xây dựng, khai thác, quản lý và bảo trì hệ thống đường cao tốc quốc gia",22.38%,22.38%,21.269.709.643,-,(*),22.38%,22.38%,21.313.651.354,-,(*),,,,22.38,22.38,21269709643.0,,,22.38,22.38,21313651354.0,,
7,Công ty liên kết > 7,7,Công ty CP Vườn Mê Kông (ii),Tiền Giang,Mua bán hàng hóa,30.00%,18.91%,9.900.000.000,(395.184.968),(*),30.00%,18.91%,10.500.000.000,(503.752.212),(*),,,,30.0,18.91,9900000000.0,-395184968.0,,30.0,18.91,10500000000.0,-503752212.0,
8,Công ty liên kết > 8,8,Công ty CP Vật liệu Xây dựng và Chất đốt Đông Nai,Đồng Nai,Kinh doanh xăng dầu,-,-,-,-,(*),21.32%,21.32%,11.979.816.214,-,(*),,,,,,,,,21.32,21.32,11979816214.0,,
9,Công ty liên kết > 9,9,Công ty CP Thương mai Tuyên Quang,Tuyên Quang,Kinh doanh thương mại,27.73%,27.73%,2.876.741.866,-,(*),27.73%,27.73%,2.023.978.424,-,(*),,,,27.73,27.73,2876741866.0,,,27.73,27.73,2023978424.0,,
10,Công ty liên kết > 10,10,Công ty CP Thương mại Dịch vụ Sửa chữa Ô tô Việt Nam (ii),Tiền Giang,Mua bán hàng hóa,40.00%,40.00%,1.800.000.000,(415.266.714),(*),40.00%,40.00%,1.800.000.000,(415.266.714),(*),,,,40.0,40.0,1800000000.0,-415266714.0,,40.0,40.0,1800000000.0,-415266714.0,
,,,,,,,,2.892.383.603.365,(810.451.682),(*),,,2.938.694.268.977,(919.018.926),(*),,,,,,2892383603365.0,-810451682.0,,,,2938694268977.0,-919018926.0,
