row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,31/12/2019 VND,1/1/2019 VND Đã điều chỉnh lại,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2019 VND,numeric__1/1/2019 VND Đã điều chỉnh lại
TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,,,,
Tài sản ngắn hạn\( (100 = 110 + 120 + 130 + 140 + 150) \),TÀI SẢN > Tài sản ngắn hạn\( (100 = 110 + 120 + 130 + 140 + 150) \),Tài sản ngắn hạn\( (100 = 110 + 120 + 130 + 140 + 150) \),100,,38.752.835.917.822,34.690.220.241.011,100.0,,38752835917822.0,34690220241011.0
Tiền và các khoản tương đương tiền,TÀI SẢN > Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,110,5,11.275.206.410.674,10.220.835.547.036,110.0,5.0,11275206410674.0,10220835547036.0
Tiền,TÀI SẢN > Tiền,Tiền,111,,4.970.650.724.196,4.153.214.642.077,111.0,,4970650724196.0,4153214642077.0
Các khoản tương đương tiền,TÀI SẢN > Các khoản tương đương tiền,Các khoản tương đương tiền,112,,6.304.555.686.478,6.067.620.904.959,112.0,,6304555686478.0,6067620904959.0
Đầu tư tài chính ngắn hạn,TÀI SẢN > Đầu tư tài chính ngắn hạn,Đầu tư tài chính ngắn hạn,120,,5.397.276.850.139,4.714.407.291.361,120.0,,5397276850139.0,4714407291361.0
Chứng khoán kinh doanh,TÀI SẢN > Chứng khoán kinh doanh,Chứng khoán kinh doanh,121,,5.256.246.000,5.256.246.000,121.0,,5256246000.0,5256246000.0
Dự phòng giảm giá chứng khoán kinh doanh,TÀI SẢN > Dự phòng giảm giá chứng khoán kinh doanh,Dự phòng giảm giá chứng khoán kinh doanh,122,,(2.336.196.354),(2.858.302.864),122.0,,-2336196354.0,-2858302864.0
Đầu tư nắm giữ đến ngày đáo hạn,TÀI SẢN > Đầu tư nắm giữ đến ngày đáo hạn,Đầu tư nắm giữ đến ngày đáo hạn,123,6(a),5.394.356.800.493,4.712.009.348.225,123.0,,5394356800493.0,4712009348225.0
Các khoản phải thu ngắn hạn,TÀI SẢN > Các khoản phải thu ngắn hạn,Các khoản phải thu ngắn hạn,130,,8.343.572.216.689,7.555.938.652.072,130.0,,8343572216689.0,7555938652072.0
Phải thu ngắn hạn của khách hàng,TÀI SẢN > Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,131,7,8.025.564.257.065,7.006.307.772.371,131.0,7.0,8025564257065.0,7006307772371.0
Trả trước cho người bán ngắn hạn,TÀI SẢN > Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,132,,286.675.126.466,345.559.164.182,132.0,,286675126466.0,345559164182.0
Phải thu ngắn hạn khác,TÀI SẢN > Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,136,8,454.769.968.171,611.402.724.774,136.0,8.0,454769968171.0,611402724774.0
Dự phòng các khoản phải thu ngắn hạn khó đòi,TÀI SẢN > Dự phòng các khoản phải thu ngắn hạn khó đòi,Dự phòng các khoản phải thu ngắn hạn khó đòi,137,,(423.792.707.931),(408.848.335.935),137.0,,-423792707931.0,-408848335935.0
Tài sản thiếu chờ xử lý,TÀI SẢN > Tài sản thiếu chờ xử lý,Tài sản thiếu chờ xử lý,139,,355.572.918,1.517.326.680,139.0,,355572918.0,1517326680.0
Hàng tồn kho,TÀI SẢN > Hàng tồn kho,Hàng tồn kho,140,9,11.772.652.098.200,10.302.681.983.396,140.0,9.0,11772652098200.0,10302681983396.0
Hàng tồn kho,TÀI SẢN > Hàng tồn kho,Hàng tồn kho,141,,11.828.763.594.451,10.886.562.079.765,141.0,,11828763594451.0,10886562079765.0
Dự phòng giảm giá hàng tồn kho,TÀI SẢN > Dự phòng giảm giá hàng tồn kho,Dự phòng giảm giá hàng tồn kho,149,,(56.111.496.251),(583.880.096.369),149.0,,-56111496251.0,-583880096369.0
Tài sản ngắn hạn khác,TÀI SẢN > Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,150,,1.964.128.342.120,1.896.356.767.146,150.0,,1964128342120.0,1896356767146.0
Chi phí trả trước ngắn hạn,TÀI SẢN > Chi phí trả trước ngắn hạn,Chi phí trả trước ngắn hạn,151,,224.177.928.912,221.273.166.950,151.0,,224177928912.0,221273166950.0
Thuế giá trị gia tăng được khấu trừ,TÀI SẢN > Thuế giá trị gia tăng được khấu trừ,Thuế giá trị gia tăng được khấu trừ,152,,418.591.717.390,327.914.211.464,152.0,,418591717390.0,327914211464.0
Thuế và các khoản phải thu Nhà nước,TÀI SẢN > Thuế và các khoản phải thu Nhà nước,Thuế và các khoản phải thu Nhà nước,153,16,1.298.617.777.022,1.324.618.669.843,153.0,16.0,1298617777022.0,1324618669843.0
Tài sản ngắn hạn khác,TÀI SẢN > Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,155,,22.740.918.796,22.550.718.889,155.0,,22740918796.0,22550718889.0
