row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,31/12/2019 VND,1/1/2019 VND Đã điều chỉnh lại,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2019 VND,numeric__1/1/2019 VND Đã điều chỉnh lại
Tài sản dài hạn (200 = 210 + 220 + 230 + 240 + 250 + 260),Tài sản dài hạn (200 = 210 + 220 + 230 + 240 + 250 + 260),Tài sản dài hạn (200 = 210 + 220 + 230 + 240 + 250 + 260),200,,23.009.577.920.137,21.592.900.052.658,200.0,,23009577920137.0,21592900052658.0
Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,210,,23.490.700.263,20.644.627.553,210.0,,23490700263.0,20644627553.0
Phải thu dài hạn của khách hàng,Phải thu dài hạn của khách hàng,Phải thu dài hạn của khách hàng,211,,936.366.193,764.038.491,211.0,,936366193.0,764038491.0
Phải thu dài hạn khác,Phải thu dài hạn khác,Phải thu dài hạn khác,216,,52.215.675.631,38.879.930.623,216.0,,52215675631.0,38879930623.0
Dự phòng phải thu dài hạn khó đòi,Dự phòng phải thu dài hạn khó đòi,Dự phòng phải thu dài hạn khó đòi,219,,(29.661.341.561),(18.999.341.561),219.0,,-29661341561.0,-18999341561.0
Tài sản cố định,Tài sản cố định,Tài sản cố định,220,,15.405.590.711.585,15.139.456.296.266,220.0,,15405590711585.0,15139456296266.0
Tài sản cố định hữu hình,Tài sản cố định hữu hình,Tài sản cố định hữu hình,221,10,13.302.917.707.455,13.106.336.273.527,221.0,10.0,13302917707455.0,13106336273527.0
Nguyên giá,Nguyên giá,Nguyên giá,222,,32.418.595.448.976,30.565.481.230.714,222.0,,32418595448976.0,30565481230714.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,223,,(19.115.677.741.521),(17.459.144.957.187),223.0,,-19115677741521.0,-17459144957187.0
Tài sản cố định vô hình,Tài sản cố định vô hình,Tài sản cố định vô hình,227,11,2.102.673.004.130,2.033.120.022.739,227.0,11.0,2102673004130.0,2033120022739.0
Nguyên giá,Nguyên giá,Nguyên giá,228,,2.771.695.239.069,2.653.048.915.542,228.0,,2771695239069.0,2653048915542.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,229,,(669.022.234.939),(619.928.892.803),229.0,,-669022234939.0,-619928892803.0
Bất động sản đầu tư,Bất động sản đầu tư,Bất động sản đầu tư,230,12,189.753.274.993,199.379.225.971,230.0,12.0,189753274993.0,199379225971.0
Nguyên giá,Nguyên giá,Nguyên giá,231,,274.607.545.147,269.571.985.795,231.0,,274607545147.0,269571985795.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,232,,(84.854.270.154),(70.192.759.824),232.0,,-84854270154.0,-70192759824.0
Tài sản dở dang dài hạn,Tài sản dở dang dài hạn,Tài sản dở dang dài hạn,240,,989.693.974.370,872.797.997.626,240.0,,989693974370.0,872797997626.0
Chi phí xây dựng cơ bản dở dang,Chi phí xây dựng cơ bản dở dang,Chi phí xây dựng cơ bản dở dang,242,13,989.693.974.370,872.797.997.626,242.0,13.0,989693974370.0,872797997626.0
Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,250,,3.886.589.966.898,3.117.146.838.404,250.0,,3886589966898.0,3117146838404.0
"Đầu tư vào các công ty liên doanh, liên kết","Đầu tư vào các công ty liên doanh, liên kết","Đầu tư vào các công ty liên doanh, liên kết",252,6(c),2.892.383.603.365,2.938.694.268.977,252.0,,2892383603365.0,2938694268977.0
Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,253,6(d),303.709.219.507,301.127.119.507,253.0,,303709219507.0,301127119507.0
Dự phòng đầu tư tài chính dài hạn,Dự phòng đầu tư tài chính dài hạn,Dự phòng đầu tư tài chính dài hạn,254,,(109.502.855.974),(125.674.550.080),254.0,,-109502855974.0,-125674550080.0
Đầu tư nằm giữ đến ngày đáo hạn,Đầu tư nằm giữ đến ngày đáo hạn,Đầu tư nằm giữ đến ngày đáo hạn,255,6(a),800.000.000.000,3.000.000.000,255.0,,800000000000.0,3000000000.0
Tài sản dài hạn khác,Tài sản dài hạn khác,Tài sản dài hạn khác,260,,2.514.459.292.028,2.243.475.066.838,260.0,,2514459292028.0,2243475066838.0
Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,261,14,2.460.216.900.717,2.233.369.481.918,261.0,14.0,2460216900717.0,2233369481918.0
Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,262,,50.777.293.848,6.847.349.789,262.0,,50777293848.0,6847349789.0
"Thiết bị, vật tư, phụ tùng thay thế dài hạn","Thiết bị, vật tư, phụ tùng thay thế dài hạn","Thiết bị, vật tư, phụ tùng thay thế dài hạn",263,,22.118.300,22.118.300,263.0,,22118300.0,22118300.0
Tài sản dài hạn khác,Tài sản dài hạn khác,Tài sản dài hạn khác,268,,3.442.979.163,3.236.116.831,268.0,,3442979163.0,3236116831.0
TỔNG CỘNG TÀI SẢN (270 = 100 + 200),TỔNG CỘNG TÀI SẢN (270 = 100 + 200),TỔNG CỘNG TÀI SẢN (270 = 100 + 200),270,,61.762.413.837.959,56.283.120.293.669,270.0,,61762413837959.0,56283120293669.0
