row_label_raw,row_label_full,col_0,2019VND,2018VNDĐã điều chỉnh lại,numeric__2019VND,numeric__2018VNDĐã điều chỉnh lại
Công ty liên doanh:,Công ty liên doanh:,Công ty liên doanh:,Công ty liên doanh:,Công ty liên doanh:,,
Công ty TNHH Castrol BP-PETCO Việt Nam,Công ty liên doanh: > Công ty TNHH Castrol BP-PETCO Việt Nam,Công ty TNHH Castrol BP-PETCO Việt Nam,510.212.224.768,497.336.768.591,510212224768.0,497336768591.0
Công ty liên kết:,Công ty liên kết:,Công ty liên kết:,Công ty liên kết:,Công ty liên kết:,,
Ngân hàng Thương mại Cổ phần Xăng dầu Petrolimex,Công ty liên kết: > Ngân hàng Thương mại Cổ phần Xăng dầu Petrolimex,Ngân hàng Thương mại Cổ phần Xăng dầu Petrolimex,29.848.350.775,50.768.470.028,29848350775.0,50768470028.0
Tổng Công ty Cổ phần Bảo hiểm Petrolimex,Công ty liên kết: > Tổng Công ty Cổ phần Bảo hiểm Petrolimex,Tổng Công ty Cổ phần Bảo hiểm Petrolimex,66.587.596.087,57.985.801.868,66587596087.0,57985801868.0
Công ty Cổ phần Thương mại Du lịch Kiên Giang,Công ty liên kết: > Công ty Cổ phần Thương mại Du lịch Kiên Giang,Công ty Cổ phần Thương mại Du lịch Kiên Giang,12.650.181.967,13.384.192.449,12650181967.0,13384192449.0
Tổng Công ty Cổ phần Xây lắp và Dịch vụ Petrolimex,Công ty liên kết: > Tổng Công ty Cổ phần Xây lắp và Dịch vụ Petrolimex,Tổng Công ty Cổ phần Xây lắp và Dịch vụ Petrolimex,23.911.848.549,8.775.242.521,23911848549.0,8775242521.0
Công ty Cổ phần Vật liệu Xăng dầu Chất đốt Đồng Nai,Công ty liên kết: > Công ty Cổ phần Vật liệu Xăng dầu Chất đốt Đồng Nai,Công ty Cổ phần Vật liệu Xăng dầu Chất đốt Đồng Nai,1.756.813.883,4.394.912.676,1756813883.0,4394912676.0
Các công ty liên kết khác,Công ty liên kết: > Các công ty liên kết khác,Các công ty liên kết khác,1.152.739.448,4.004.702.181,1152739448.0,4004702181.0
,,,646.119.755.477,636.650.090.314,646119755477.0,636650090314.0
