row_label_raw,row_label_full,STT,Tên Công ty,Địa chỉ,Hoạt động chính,31/12/2019,31/12/2019_1,1/1/2019,1/1/2019_1,numeric__Tên Công ty,numeric__Địa chỉ,numeric__Hoạt động chính,numeric__31/12/2019,numeric__31/12/2019_1,numeric__1/1/2019,numeric__1/1/2019_1
STT,STT,STT,Tên Công ty,Địa chỉ,Hoạt động chính,Tỷ lệ biểu quyết,Tỷ lệ sở hữu,Tỷ lệ biểu quyết,Tỷ lệ sở hữu,,,,,,,
1,STT > 1,1,Tổng Công ty Vận tải thủy Petrolimex,Hà Nội,Vận tải xăng dầu,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
2,STT > 2,2,Công ty LD TNHH Kho Xăng dầu Ngoại quan Vân Phong,Khánh Hòa,"Lưu trữ, mua bán xăng tại cửa khấu","85,00%","85,00%","85,00%","85,00%",,,,0.85,0.85,0.85,0.85
3,STT > 3,3,Tổng Công ty Hóa dầu Petrolimex – CTCP,Hà Nội,Kinh doanh các sản phẩm từ hóa dầu,"79,07%","79,07%","79,07%","79,07%",,,,0.7907,0.7907,0.7907,0.7907
4,STT > 4,4,Tổng Công ty Gas Petrolimex – CTCP,Hà Nội,Mua bán sản phẩm gas,"52,37%","52,37%","52,37%","52,37%",,,,0.5236999999999999,0.5236999999999999,0.5236999999999999,0.5236999999999999
5,STT > 5,5,Tổng Công ty Dịch vụ Xăng dầu Petrolimex,Hà Nội,Vận tải xăng dầu,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
6,STT > 6,6,Công ty TNHH MTV Petrolimex Singapore,Singapore,Kinh doanh xăng dầu,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
7,STT > 7,7,Công ty CP Nhiên liệu bay Petrolimex,Hà Nội,Cung cấp nhiên liệu bay cho các hăng hàng không,"59,00%","59,00%","59,00%","59,00%",,,,0.59,0.59,0.59,0.59
8,STT > 8,8,Công ty TNHH MTV Petrolimex Lào,Cộng hòa Dân chủ Nhân dân Lào,Kinh doanh xăng dầu,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
9,STT > 9,9,Công ty TNHH Xăng dầu Kiên Giang,Kiên Giang,Kinh doanh xăng dầu,"51,00%","51,00%","51,00%","51,00%",,,,0.51,0.51,0.51,0.51
10,STT > 10,10,Công ty Cổ phần Vận tải Hóa dầu VP,Hải Phòng,Kinh doanh dịch vụ vận tải,"88,88%","57,62%","88,88%","57,62%",,,,0.8887999999999999,0.5761999999999999,0.8887999999999999,0.5761999999999999
11,STT > 11,11,Công ty TNHH Thương mại Dịch vụ Hải Châu,TP Hồ Chí Minh,"Sản xuất, kinh doanh nước đá, hải sản đông lạnh","92,04%","92,04%","92,04%","92,04%",,,,0.9204000000000001,0.9204000000000001,0.9204000000000001,0.9204000000000001
12,STT > 12,12,Công ty Thương mại Dịch vụ Cái Bè,Tiền Giang,"Sản xuất, kinh doanh nước đá, hải sản đông lạnh","63,04%","63,04%","63,04%","63,04%",,,,0.6304,0.6304,0.6304,0.6304
