row_label_raw,row_label_full,col_0,31/12/2019,31/12/2019_1,1/1/2019,1/1/2019_1,numeric__31/12/2019,numeric__31/12/2019_1,numeric__1/1/2019,numeric__1/1/2019_1
,,,Giá gốc VND,Dự phòng VND,Giá gốc VND Đã điều chỉnh lại,Dự phòng VND Đã điều chỉnh lại,,,,
Hàng mua đang đi trên đường,Hàng mua đang đi trên đường,Hàng mua đang đi trên đường,1.613.007.396.246,(11.705.440.149),1.129.214.844.112,(28.776.742.365),1613007396246.0,-11705440149.0,1129214844112.0,-28776742365.0
Nguyên vật liệu,Nguyên vật liệu,Nguyên vật liệu,764.835.165.385,(260.308.371),774.052.741.600,(8.506.435.207),764835165385.0,-260308371.0,774052741600.0,-8506435207.0
Công cụ và dụng cụ,Công cụ và dụng cụ,Công cụ và dụng cụ,37.551.788.147,-,34.631.765.797,-,37551788147.0,,34631765797.0,
Chi phí sản xuất kinh doanh dở dang,Chi phí sản xuất kinh doanh dở dang,Chi phí sản xuất kinh doanh dở dang,171.751.505.865,-,155.219.231.294,-,171751505865.0,,155219231294.0,
Thành phẩm,Thành phẩm,Thành phẩm,159.710.067.658,-,201.719.547.935,-,159710067658.0,,201719547935.0,
Hàng hóa,Hàng hóa,Hàng hóa,9.064.885.404.098,(44.145.747.731),8.579.631.997.417,(546.596.918.797),9064885404098.0,-44145747731.0,8579631997417.0,-546596918797.0
Hàng gửi đi bán,Hàng gửi đi bán,Hàng gửi đi bán,5.544.447.404,-,2.155.324.736,-,5544447404.0,,2155324736.0,
Hàng hóa bắt động sản,Hàng hóa bắt động sản,Hàng hóa bắt động sản,11.477.819.648,-,9.936.626.874,-,11477819648.0,,9936626874.0,
,,,11.828.763.594.451,(56.111.496.251),10.886.562.079.765,(583.880.096.369),11828763594451.0,-56111496251.0,10886562079765.0,-583880096369.0
