row_label_raw,row_label_full,col_0,Unit,31/12/2023,1/1/2023,numeric__Unit,numeric__31/12/2023,numeric__1/1/2023
Beers,Beers,Beers,box/crate,"3,660,033","4,320,242",,,
Plastic crates,Beers > Plastic crates,Plastic crates,piece,"107,379","29,805",,107.379,29.805
Beverages,Beers > Beverages,Beverages,box/crate,"21,318","167,896",,21.318,167.896
