row_label_raw,row_label_full,col_0,Code,Note,31/12/2023 VND,1/1/2023 VND,numeric__Code,numeric__Note,numeric__31/12/2023 VND,numeric__1/1/2023 VND
Long-term assets(200 = 210 + 220 + 230 + 240 + 250 + 260),Long-term assets(200 = 210 + 220 + 230 + 240 + 250 + 260),Long-term assets(200 = 210 + 220 + 230 + 240 + 250 + 260),200,,"7,503,219,247,991","7,604,851,042,093",200.0,,,
Accounts receivable – long-term,Accounts receivable – long-term,Accounts receivable – long-term,210,,"34,701,581,051","37,720,028,871",210.0,,,
Accounts receivable from customers– long-term,Accounts receivable from customers– long-term,Accounts receivable from customers– long-term,211,,"5,948,610,516","5,948,610,516",211.0,,,
Other long-term receivables,Other long-term receivables,Other long-term receivables,216,9(b),"35,152,681,051","46,171,128,871",216.0,,,
Allowance for doubtful long-term debts,Allowance for doubtful long-term debts,Allowance for doubtful long-term debts,219,10(b),"(6,399,710,516)","(14,399,710,516)",219.0,,,
Fixed assets,Fixed assets,Fixed assets,220,,"3,969,724,119,615","4,454,982,147,731",220.0,,,
Tangible fixed assets,Tangible fixed assets,Tangible fixed assets,221,13,"2,889,608,860,338","3,368,981,633,235",221.0,13.0,,
Cost,Cost,Cost,222,,"11,488,317,326,965","11,440,080,558,923",222.0,,,
Accumulated depreciation,Accumulated depreciation,Accumulated depreciation,223,,"(8,598,708,466,627)","(8,071,098,925,688)",223.0,,,
Finance lease tangible fixed assets,Finance lease tangible fixed assets,Finance lease tangible fixed assets,224,14,"157,031,248,423","162,261,801,964",224.0,14.0,,
Cost,Cost,Cost,225,,"173,582,726,065","173,582,726,065",225.0,,,
Accumulated depreciation,Accumulated depreciation,Accumulated depreciation,226,,"(16,551,477,642)","(11,320,924,101)",226.0,,,
Intangible fixed assets,Intangible fixed assets,Intangible fixed assets,227,15,"923,084,010,854","923,738,712,532",227.0,15.0,,
Cost,Cost,Cost,228,,"1,114,711,740,504","1,104,146,819,271",228.0,,,
Accumulated amortisation,Accumulated amortisation,Accumulated amortisation,229,,"(191,627,729,650)","(180,408,106,739)",229.0,,,
Investment properties,Investment properties,Investment properties,230,16,"279,064,752,080","153,128,987,010",230.0,16.0,,
Cost,Cost,Cost,231,,"311,098,622,085","182,935,850,984",231.0,,,
Accumulated depreciation,Accumulated depreciation,Accumulated depreciation,232,,"(32,033,870,005)","(29,806,863,974)",232.0,,,
Long-term work in progress,Long-term work in progress,Long-term work in progress,240,,"143,919,308,285","133,548,179,000",240.0,,,
Construction in progress,Construction in progress,Construction in progress,242,17,"143,919,308,285","133,548,179,000",242.0,17.0,,
Long-term financial investments,Long-term financial investments,Long-term financial investments,250,,"2,287,392,366,503","2,214,115,381,757",250.0,,,
Investments in associates andjointly controlled entities,Investments in associates andjointly controlled entities,Investments in associates andjointly controlled entities,252,7(c),"2,230,183,930,616","2,187,829,955,465",252.0,,,
Equity investments in other entities,Equity investments in other entities,Equity investments in other entities,253,7(c),"434,314,271,916","434,314,271,916",253.0,,,
Allowance for diminution in the valueof long-term financial investments,Allowance for diminution in the valueof long-term financial investments,Allowance for diminution in the valueof long-term financial investments,254,7(c),"(416,325,836,029)","(410,128,845,624)",254.0,,,
Held-to-maturity investments,Held-to-maturity investments,Held-to-maturity investments,255,7(b),"39,220,000,000","2,100,000,000",255.0,,,
Other long-term assets,Other long-term assets,Other long-term assets,260,,"788,417,120,457","611,356,317,724",260.0,,,
Long-term prepaid expenses,Long-term prepaid expenses,Long-term prepaid expenses,261,12(b),"550,304,398,466","383,451,267,863",261.0,,,
Deferred tax assets,Deferred tax assets,Deferred tax assets,262,18,"206,419,744,522","208,458,818,061",262.0,18.0,,
"Long-term tools, supplies and spare parts","Long-term tools, supplies and spare parts","Long-term tools, supplies and spare parts",263,11(b),"31,692,977,469","19,446,231,800",263.0,,,
TOTAL ASSETS (270 = 100 + 200),TOTAL ASSETS (270 = 100 + 200),TOTAL ASSETS (270 = 100 + 200),270,,"34,056,624,839,705","34,465,075,615,756",270.0,,,
