row_label_raw,row_label_full,col_0,Thuế suất,31/12/2023 VND,1/1/2023 VND,numeric__Thuế suất,numeric__31/12/2023 VND,numeric__1/1/2023 VND
Tài sản thuế thu nhập hoãn lại ghi nhận trên:,Tài sản thuế thu nhập hoãn lại ghi nhận trên:,Tài sản thuế thu nhập hoãn lại ghi nhận trên:,Tài sản thuế thu nhập hoãn lại ghi nhận trên:,Tài sản thuế thu nhập hoãn lại ghi nhận trên:,Tài sản thuế thu nhập hoãn lại ghi nhận trên:,,,
▪ Chi phí phải trả và các khoản dự phòng,Tài sản thuế thu nhập hoãn lại ghi nhận trên: > ▪ Chi phí phải trả và các khoản dự phòng,▪ Chi phí phải trả và các khoản dự phòng,20%,75.764.978.027,82.836.932.862,0.2,75764978027.0,82836932862.0
▪ Dự phòng đầu tư tài chính dài hạn,Tài sản thuế thu nhập hoãn lại ghi nhận trên: > ▪ Dự phòng đầu tư tài chính dài hạn,▪ Dự phòng đầu tư tài chính dài hạn,20%,61.171.007.842,56.440.548.637,0.2,61171007842.0,56440548637.0
▪ Lãi chưa thực hiện,Tài sản thuế thu nhập hoãn lại ghi nhận trên: > ▪ Lãi chưa thực hiện,▪ Lãi chưa thực hiện,20%,36.318.967.688,40.671.418.069,0.2,36318967688.0,40671418069.0
"▪ Dự phòng giảm giá hàng tồn kho, thiết bị,vật tư và phụ tùng thay thế dài hạn","Tài sản thuế thu nhập hoãn lại ghi nhận trên: > ▪ Dự phòng giảm giá hàng tồn kho, thiết bị,vật tư và phụ tùng thay thế dài hạn","▪ Dự phòng giảm giá hàng tồn kho, thiết bị,vật tư và phụ tùng thay thế dài hạn",20%,25.404.880.205,24.150.582.076,0.2,25404880205.0,24150582076.0
▪ Dự phòng phải thu khó đòi,Tài sản thuế thu nhập hoãn lại ghi nhận trên: > ▪ Dự phòng phải thu khó đòi,▪ Dự phòng phải thu khó đòi,20%,68.345.726,1.672.286.338,0.2,68345726.0,1672286338.0
▪ Các khoản khác,Tài sản thuế thu nhập hoãn lại ghi nhận trên: > ▪ Các khoản khác,▪ Các khoản khác,20%,7.691.565.034,2.687.050.079,0.2,7691565034.0,2687050079.0
Tổng tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại ghi nhận trên: > Tổng tài sản thuế thu nhập hoãn lại,Tổng tài sản thuế thu nhập hoãn lại,,206.419.744.522,208.458.818.061,,206419744522.0,208458818061.0
Thuế thu nhập hoãn lại phải trả ghi nhận trên:,Thuế thu nhập hoãn lại phải trả ghi nhận trên:,Thuế thu nhập hoãn lại phải trả ghi nhận trên:,Thuế thu nhập hoãn lại phải trả ghi nhận trên:,Thuế thu nhập hoãn lại phải trả ghi nhận trên:,Thuế thu nhập hoãn lại phải trả ghi nhận trên:,,,
▪ Dự phòng đầu tư tài chính dài hạn,Thuế thu nhập hoãn lại phải trả ghi nhận trên: > ▪ Dự phòng đầu tư tài chính dài hạn,▪ Dự phòng đầu tư tài chính dài hạn,20%,49.057.251.548,34.353.293.866,0.2,49057251548.0,34353293866.0
▪ Công cụ và dụng cụ,Thuế thu nhập hoãn lại phải trả ghi nhận trên: > ▪ Công cụ và dụng cụ,▪ Công cụ và dụng cụ,20%,1.735.509.047,2.203.943.655,0.2,1735509047.0,2203943655.0
Tổng thuế thu nhập hoãn lại phải trả,Thuế thu nhập hoãn lại phải trả ghi nhận trên: > Tổng thuế thu nhập hoãn lại phải trả,Tổng thuế thu nhập hoãn lại phải trả,,50.792.760.595,36.557.237.521,,50792760595.0,36557237521.0
