row_label_raw,row_label_full,CHỈ TIỀU,Thuyết minh,31/12/2019,01/01/2019,numeric__Thuyết minh,numeric__31/12/2019,numeric__01/01/2019
VIII. Vốn chủ sở hữu,VIII. Vốn chủ sở hữu,VIII. Vốn chủ sở hữu,V.17,4.306.498,3.230.077,,4306498.0,3230077.0
1. Vốn của TCTD,1. Vốn của TCTD,1. Vốn của TCTD,,4.071.911,2.980.572,,4071911.0,2980572.0
a. Vốn điều lệ,a. Vốn điều lệ,a. Vốn điều lệ,,4.101.555,3.010.216,,4101555.0,3010216.0
b. Vốn đầu tư XDCB,b. Vốn đầu tư XDCB,b. Vốn đầu tư XDCB,,-,-,,,
c. Thắng dư vốn cổ phần,c. Thắng dư vốn cổ phần,c. Thắng dư vốn cổ phần,,-,-,,,
d. Cổ phiếu quỹ,c. Thắng dư vốn cổ phần > d. Cổ phiếu quỹ,d. Cổ phiếu quỹ,,(29.644),(29.644),,-29644.0,-29644.0
2. Quỹ của TCTD,c. Thắng dư vốn cổ phần > 2. Quỹ của TCTD,2. Quỹ của TCTD,,157.516,157.516,,157516.0,157516.0
3. Chênh lệch tỷ giá hối đoái,3. Chênh lệch tỷ giá hối đoái,3. Chênh lệch tỷ giá hối đoái,,-,-,,,
4. Chênh lệch đánh giá lại tài sản,4. Chênh lệch đánh giá lại tài sản,4. Chênh lệch đánh giá lại tài sản,,-,-,,,
5. Lợi nhuận chưa phân phối/Lỗ lũy kế,4. Chênh lệch đánh giá lại tài sản > 5. Lợi nhuận chưa phân phối/Lỗ lũy kế,5. Lợi nhuận chưa phân phối/Lỗ lũy kế,,77.071,91.989,,77071.0,91989.0
Lợi nhuận / (lỗ) năm nay,4. Chênh lệch đánh giá lại tài sản > Lợi nhuận / (lỗ) năm nay,Lợi nhuận / (lỗ) năm nay,,45.656,35.892,,45656.0,35892.0
Lợi nhuận / (lỗ) năm trước,4. Chênh lệch đánh giá lại tài sản > Lợi nhuận / (lỗ) năm trước,Lợi nhuận / (lỗ) năm trước,,31.415,56.097,,31415.0,56097.0
TỔNG NỘ PHẢI TRÀ VÀ VỐN CHỦ SỐ HỮU,4. Chênh lệch đánh giá lại tài sản > TỔNG NỘ PHẢI TRÀ VÀ VỐN CHỦ SỐ HỮU,TỔNG NỘ PHẢI TRÀ VÀ VỐN CHỦ SỐ HỮU,,80.405.111,72.480.307,,80405111.0,72480307.0
