row_label_raw,row_label_full,3.2. Cho vay các tổ chức tín dụng khác,31/12/2019,01/01/2019,numeric__31/12/2019,numeric__01/01/2019
Cho vay ngắn hạn (*),Cho vay ngắn hạn (*),Cho vay ngắn hạn (*),884.208,32.000,884208.0,32000.0
Bằng VND,Bằng VND,Bằng VND,640.923,32.000,640923.0,32000.0
Bằng ngoại hối,Bằng ngoại hối,Bằng ngoại hối,243.285,-,243285.0,
Dự phòng rủi ro cho vay các TCTD khác,Dự phòng rủi ro cho vay các TCTD khác,Dự phòng rủi ro cho vay các TCTD khác,-,-,,
Cộng,Dự phòng rủi ro cho vay các TCTD khác > Cộng,Cộng,884.208,32.000,884208.0,32000.0
Tổng tiền gửi và cho vay các TCTD khác,Dự phòng rủi ro cho vay các TCTD khác > Tổng tiền gửi và cho vay các TCTD khác,Tổng tiền gửi và cho vay các TCTD khác,15.274.645,6.683.832,15274645.0,6683832.0
