row_label_raw,row_label_full,col_0,Hoạt động huy động và tin dụng,Hoạt động kinh doanh tiền tệ và đầu tư chứng khoán,Hoạt động khác,Tổng cộng toàn ngân hàng,numeric__Hoạt động huy động và tin dụng,numeric__Hoạt động kinh doanh tiền tệ và đầu tư chứng khoán,numeric__Hoạt động khác,numeric__Tổng cộng toàn ngân hàng
Thu nhập,Thu nhập,Thu nhập,4.697.286,1.376.558,201.106,6.274.950,4697286.0,1376558.0,201106.0,6274950.0
Chi phí,Chi phí,Chi phí,4.205.620,749.869,116.740,5.072.229,4205620.0,749869.0,116740.0,5072229.0
Thu nhập thuần,Thu nhập thuần,Thu nhập thuần,491.666,626.690,84.365,1.202.721,491666.0,626690.0,84365.0,1202721.0
Tải sản bộ phận,Tải sản bộ phận,Tải sản bộ phận,52.758.072,13.900.200,-,66.658.273,52758072.0,13900200.0,,66658273.0
Tải sản không phân bổ,Tải sản không phân bổ,Tải sản không phân bổ,,,,13.746.838,,,,13746838.0
Tổng tài sản,Tổng tài sản,Tổng tài sản,,,,80.405.111,,,,80405111.0
Nợ phải trả bộ phận,Nợ phải trả bộ phận,Nợ phải trả bộ phận,74.348.096,-,-,74.348.096,74348096.0,,,74348096.0
Nợ phải trả không phân bổ,Nợ phải trả không phân bổ,Nợ phải trả không phân bổ,,,,1.750.518,,,,1750518.0
Tổng nợ phải trả,Tổng nợ phải trả,Tổng nợ phải trả,,,,76.098.613,,,,76098613.0
