row_label_raw,row_label_full,Chi tiêu,31/12/2019,01/01/2019,numeric__31/12/2019,numeric__01/01/2019
Bảo lãnh vay vốn,Bảo lãnh vay vốn,Bảo lãnh vay vốn,-,-,,
Cam kết giao dịch ngoại hồi,Bảo lãnh vay vốn > Cam kết giao dịch ngoại hồi,Cam kết giao dịch ngoại hồi,9.291.170,13.122.710,9291170.0,13122710.0
Cam kết giao dịch hoán đối,Bảo lãnh vay vốn > Cam kết giao dịch hoán đối,Cam kết giao dịch hoán đối,9.291.170,13.122.710,9291170.0,13122710.0
Cam kết trong nghiệp vụ L/C,Bảo lãnh vay vốn > Cam kết trong nghiệp vụ L/C,Cam kết trong nghiệp vụ L/C,145.719,124.445,145719.0,124445.0
Cam kết thanh toán trong nghiệp vụ L/C,Bảo lãnh vay vốn > Cam kết thanh toán trong nghiệp vụ L/C,Cam kết thanh toán trong nghiệp vụ L/C,145.719,124.445,145719.0,124445.0
Các bảo lãnh khác,Bảo lãnh vay vốn > Các bảo lãnh khác,Các bảo lãnh khác,2.411.802,2.644.624,2411802.0,2644624.0
Bảo lãnh thanh toán,Bảo lãnh vay vốn > Bảo lãnh thanh toán,Bảo lãnh thanh toán,469.787,539.439,469787.0,539439.0
Bảo lãnh thực hiện hợp đồng,Bảo lãnh vay vốn > Bảo lãnh thực hiện hợp đồng,Bảo lãnh thực hiện hợp đồng,555.643,686.924,555643.0,686924.0
Bảo lãnh dự thầu,Bảo lãnh vay vốn > Bảo lãnh dự thầu,Bảo lãnh dự thầu,96.389,243.018,96389.0,243018.0
Cam kết bảo lãnh khác,Bảo lãnh vay vốn > Cam kết bảo lãnh khác,Cam kết bảo lãnh khác,1.289.983,1.175.243,1289983.0,1175243.0
Các cam kết khác,Bảo lãnh vay vốn > Các cam kết khác,Các cam kết khác,205.000,185.000,205000.0,185000.0
Tổng cộng,Bảo lãnh vay vốn > Tổng cộng,Tổng cộng,12.053.691,16.076.779,12053691.0,16076779.0
