row_label_raw,row_label_full,col_0,Giá trị ghi sổ và số có khả năng trả nợ1/1/2016VND,Biến động trong năm > TăngVND,Biến động trong năm > GiảmVND,Giá trị ghi sổ và số có khả năng trả nợ31/12/2016VND,numeric__Giá trị ghi sổ và số có khả năng trả nợ1/1/2016VND,numeric__Biến động trong năm > TăngVND,numeric__Biến động trong năm > GiảmVND,numeric__Giá trị ghi sổ và số có khả năng trả nợ31/12/2016VND
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,129.291.875.385,2.871.161.608.083,(2.686.642.807.384),313.810.676.084,129291875385.0,2871161608083.0,-2686642807384.0,313810676084.0
Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,1.952.424.325.862,1.829.982.635.870,(1.948.684.626.947),1.833.722.334.785,1952424325862.0,1829982635870.0,-1948684626947.0,1833722334785.0
,,,2.081.716.201.247,4.701.144.243.953,(4.635.327.434.331),2.147.533.010.869,2081716201247.0,4701144243953.0,-4635327434331.0,2147533010869.0
