row_label_raw,row_label_full,col_0,Loại tiền,Năm đáo hạn,Lãi suất năm,31/12/2016 VND,1/1/2016 VND,numeric__Loại tiền,numeric__Năm đáo hạn,numeric__Lãi suất năm,numeric__31/12/2016 VND,numeric__1/1/2016 VND
Khoản vay có đảm bảo,Khoản vay có đảm bảo,Khoản vay có đảm bảo,Khoản vay có đảm bảo,Khoản vay có đảm bảo,Khoản vay có đảm bảo,Khoản vay có đảm bảo,Khoản vay có đảm bảo,,,,,
Vay lại từ Tập đoàn Điện lực Việt Nam,Vay lại từ Tập đoàn Điện lực Việt Nam,Vay lại từ Tập đoàn Điện lực Việt Nam,Vay lại từ Tập đoàn Điện lực Việt Nam,Vay lại từ Tập đoàn Điện lực Việt Nam,Vay lại từ Tập đoàn Điện lực Việt Nam,Vay lại từ Tập đoàn Điện lực Việt Nam,Vay lại từ Tập đoàn Điện lực Việt Nam,,,,,
▪ Ngân hàng Xuất nhập khẩu Trung Quốc (i),Vay lại từ Tập đoàn Điện lực Việt Nam > ▪ Ngân hàng Xuất nhập khẩu Trung Quốc (i),▪ Ngân hàng Xuất nhập khẩu Trung Quốc (i),USD,2021,"5,78%",3.181.754.953.729,3.846.152.421.411,,2021.0,0.057800000000000004,3181754953729.0,3846152421411.0
▪ Ngân hàng Xuất nhập khẩu Trung Quốc (ii),Vay lại từ Tập đoàn Điện lực Việt Nam > ▪ Ngân hàng Xuất nhập khẩu Trung Quốc (ii),▪ Ngân hàng Xuất nhập khẩu Trung Quốc (ii),USD,2024,"6,07%",5.653.812.142.485,6.337.363.570.972,,2024.0,0.060700000000000004,5653812142485.0,6337363570972.0
▪ Ngân hàng hợp tác quốc tế Nhật Bản (iii),Vay lại từ Tập đoàn Điện lực Việt Nam > ▪ Ngân hàng hợp tác quốc tế Nhật Bản (iii),▪ Ngân hàng hợp tác quốc tế Nhật Bản (iii),JPY,2021,"3,91%",569.561.774.167,666.472.673.043,,2021.0,0.0391,569561774167.0,666472673043.0
▪ Ngân hàng hợp tác quốc tế Nhật Bản (iv),Vay lại từ Tập đoàn Điện lực Việt Nam > ▪ Ngân hàng hợp tác quốc tế Nhật Bản (iv),▪ Ngân hàng hợp tác quốc tế Nhật Bản (iv),JPY,2022,"4,41%",658.270.419.324,744.811.360.651,,2022.0,0.0441,658270419324.0,744811360651.0
Vay từ các tổ chức tín dụng khác,Vay từ các tổ chức tín dụng khác,Vay từ các tổ chức tín dụng khác,Vay từ các tổ chức tín dụng khác,Vay từ các tổ chức tín dụng khác,Vay từ các tổ chức tín dụng khác,Vay từ các tổ chức tín dụng khác,Vay từ các tổ chức tín dụng khác,,,,,
▪ Ngân hàng Đầu tư Phát triển Việt Nam – Chi nhánh Hải Phòng (v),Vay từ các tổ chức tín dụng khác > ▪ Ngân hàng Đầu tư Phát triển Việt Nam – Chi nhánh Hải Phòng (v),▪ Ngân hàng Đầu tư Phát triển Việt Nam – Chi nhánh Hải Phòng (v),USD,2016,"Libor + 2,7%",-,119.743.750.000,,2016.0,,,119743750000.0
▪ Ngân hàng Đầu tư Phát triển Việt Nam – Chi nhánh Hải Phòng (v),Vay từ các tổ chức tín dụng khác > ▪ Ngân hàng Đầu tư Phát triển Việt Nam – Chi nhánh Hải Phòng (v),▪ Ngân hàng Đầu tư Phát triển Việt Nam – Chi nhánh Hải Phòng (v),USD,2016,"Lãi suất bình quân + 3,0%",-,25.487.699.749,,2016.0,,,25487699749.0
▪ Ngân hàng Thương mại Cổ phần Công Thương Việt Nam – Chi nhánh Hoàn Kiểm (vi),Vay từ các tổ chức tín dụng khác > ▪ Ngân hàng Thương mại Cổ phần Công Thương Việt Nam – Chi nhánh Hoàn Kiểm (vi),▪ Ngân hàng Thương mại Cổ phần Công Thương Việt Nam – Chi nhánh Hoàn Kiểm (vi),VND,2016,"Lãi suất bình quân + 3,0%",667.925.937.417,735.000.000.000,,2016.0,,667925937417.0,735000000000.0
▪ Ngân hàng Thương mại Cổ phần Công Thương Việt Nam – Chi nhánh Hoàn Kiểm (vi),Vay từ các tổ chức tín dụng khác > ▪ Ngân hàng Thương mại Cổ phần Công Thương Việt Nam – Chi nhánh Hoàn Kiểm (vi),▪ Ngân hàng Thương mại Cổ phần Công Thương Việt Nam – Chi nhánh Hoàn Kiểm (vi),VND,2022,"Lãi suất bình quân + 3,0%",126.568.352.258,185.894.289.675,,2022.0,,126568352258.0,185894289675.0
,,,,,,10.857.893.579.380,12.660.925.765.501,,,,10857893579380.0,12660925765501.0
