row_label_raw,row_label_full,col_0,Số dưđầu năm(trình bày lại)triệu đồng,Phát sinh trong năm > Số phải nộptriệu đồng,Phát sinh trong năm > Số đã nộptriệu đồng,Số dưcuối nămtriệu đồng,numeric__Số dưđầu năm(trình bày lại)triệu đồng,numeric__Phát sinh trong năm > Số phải nộptriệu đồng,numeric__Phát sinh trong năm > Số đã nộptriệu đồng,numeric__Số dưcuối nămtriệu đồng
Thuế GTGT,Thuế GTGT,Thuế GTGT,28.811,265.648,(264.747),29.712,28811.0,265648.0,-264747.0,29712.0
Thuế TNDN,Thuế TNDN,Thuế TNDN,147.588,1.632.783,(1.694.735),85.636,147588.0,1632783.0,-1694735.0,85636.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,75.291,792.010,(736.336),130.965,75291.0,792010.0,-736336.0,130965.0
,,,251.690,2.690.441,(2.695.818),246.313,251690.0,2690441.0,-2695818.0,246313.0
