row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2017triệu đồng,%,Ngày 31 tháng 12năm 2016triệu đồng,%_1,numeric__Ngày 31 tháng 12năm 2017triệu đồng,numeric__%,numeric__Ngày 31 tháng 12năm 2016triệu đồng,numeric__%_1
Công ty Nhà nước,Công ty Nhà nước,Công ty Nhà nước,82.156.474,"10,92",91.619.723,"13,99",82156474.0,10.92,91619723.0,13.99
Công ty TNHH MTV do Nhà nước sở hữu 100% vốn điều lệ,Công ty TNHH MTV do Nhà nước sở hữu 100% vốn điều lệ,Công ty TNHH MTV do Nhà nước sở hữu 100% vốn điều lệ,57.854.860,"7,69",52.266.511,"7,98",57854860.0,7.69,52266511.0,7.98
Công ty TNHH 2 thành viên trở lên có phần vốn góp của Nhà nước trên 50% vốn điều lệ hoặc,Công ty TNHH 2 thành viên trở lên có phần vốn góp của Nhà nước trên 50% vốn điều lệ hoặc,Công ty TNHH 2 thành viên trở lên có phần vốn góp của Nhà nước trên 50% vốn điều lệ hoặc,1.666.059,"0,22",1.538.448,"0,23",1666059.0,0.22,1538448.0,0.23
Nhà nước giữ quyền chi phối,Nhà nước giữ quyền chi phối,Nhà nước giữ quyền chi phối,24.449.729,"3,25",18.945.031,"2,89",24449729.0,3.25,18945031.0,2.89
Công ty TNHH khác,Công ty TNHH khác,Công ty TNHH khác,,,,,,,,
Công ty cổ phần có vốn cổ phần của nhà nước chiếm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc nhà nước giữ quyền chi phối đối với công ty trong Điều lệ của công ty,Công ty TNHH khác > Công ty cổ phần có vốn cổ phần của nhà nước chiếm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc nhà nước giữ quyền chi phối đối với công ty trong Điều lệ của công ty,Công ty cổ phần có vốn cổ phần của nhà nước chiếm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc nhà nước giữ quyền chi phối đối với công ty trong Điều lệ của công ty,28.260.759,"3,75",31.801.986,"4,86",28260759.0,3.75,31801986.0,4.86
Công ty Cổ phần khác,Công ty TNHH khác > Công ty Cổ phần khác,Công ty Cổ phần khác,51.258.390,"6,81",34.249.740,"5,23",51258390.0,6.81,34249740.0,5.23
Công ty hợp danh,Công ty TNHH khác > Công ty hợp danh,Công ty hợp danh,2.598.540,"0,34",71.241,"0,01",2598540.0,0.34,71241.0,0.01
Doanh nghiệp tư nhân,Công ty TNHH khác > Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,1.357.151,"0,18",1.721.074,"0,26",1357151.0,0.18,1721074.0,0.26
Doanh nghiệp có vốn đầu tư nước ngoài,Công ty TNHH khác > Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,48.994.014,"6,51",36.457.620,"5,57",48994014.0,6.51,36457620.0,5.57
Hợp tác xã và liên hiệp hợp tác xã,Công ty TNHH khác > Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,440.958,"0,06",434.301,"0,07",440958.0,0.06,434301.0,0.07
"Hộ kinh doanh, cá nhân","Công ty TNHH khác > Hộ kinh doanh, cá nhân","Hộ kinh doanh, cá nhân",411.554.957,"54,69",347.967.931,"53,14",411554957.0,54.69,347967931.0,53.14
"Đơn vị hành chính sự nghiệp, đăng, đoàn thể và hiệp hội","Công ty TNHH khác > Đơn vị hành chính sự nghiệp, đăng, đoàn thể và hiệp hội","Đơn vị hành chính sự nghiệp, đăng, đoàn thể và hiệp hội",30.924.465,"4,11",26.701.083,"4,08",30924465.0,4.11,26701083.0,4.08
Các thành phần kinh tế khác,Công ty TNHH khác > Các thành phần kinh tế khác,Các thành phần kinh tế khác,11.053.179,"1,47",11.039.826,"1,69",11053179.0,1.47,11039826.0,1.69
,,,752.569.535,100,654.814.515,100,752569535.0,100.0,654814515.0,100.0
