row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2017,Ngày 31 tháng 12năm 2016,numeric__Ngày 31 tháng 12năm 2017,numeric__Ngày 31 tháng 12năm 2016
Tên công ty,Tên công ty,Tên công ty,Giá gốctriệu đồng,Giá gốctriệu đồng,,
Công ty Cho thuê tài chính TNHH MTV Ngân hàng TMCP Công thương Việt Nam,Tên công ty > Công ty Cho thuê tài chính TNHH MTV Ngân hàng TMCP Công thương Việt Nam,Công ty Cho thuê tài chính TNHH MTV Ngân hàng TMCP Công thương Việt Nam,1.000.000,1.000.000,1000000.0,1000000.0
Công ty Cổ phần Chứng khoán - Ngân hàng TMCP Công thương Việt Nam,Tên công ty > Công ty Cổ phần Chứng khoán - Ngân hàng TMCP Công thương Việt Nam,Công ty Cổ phần Chứng khoán - Ngân hàng TMCP Công thương Việt Nam,597.232,597.232,597232.0,597232.0
Công ty TNHH MTV Quản lý nợ và Khai thác Tài sản - Ngân hàng TMCP Công thương Việt Nam,Tên công ty > Công ty TNHH MTV Quản lý nợ và Khai thác Tài sản - Ngân hàng TMCP Công thương Việt Nam,Công ty TNHH MTV Quản lý nợ và Khai thác Tài sản - Ngân hàng TMCP Công thương Việt Nam,120.000,120.000,120000.0,120000.0
Tổng Công ty Cổ phần Bảo hiểm - Ngân hàng TMCP Công thương Việt Nam,Tên công ty > Tổng Công ty Cổ phần Bảo hiểm - Ngân hàng TMCP Công thương Việt Nam,Tổng Công ty Cổ phần Bảo hiểm - Ngân hàng TMCP Công thương Việt Nam,489.150,500.000,489150.0,500000.0
Công ty TNHH MTV Quản lý Quỹ - Ngân hàng TMCP Công thương Việt Nam,Tên công ty > Công ty TNHH MTV Quản lý Quỹ - Ngân hàng TMCP Công thương Việt Nam,Công ty TNHH MTV Quản lý Quỹ - Ngân hàng TMCP Công thương Việt Nam,950.000,950.000,950000.0,950000.0
Công ty TNHH MTV Vàng bạc đá quý - Ngân hàng TMCP Công thương Việt Nam,Tên công ty > Công ty TNHH MTV Vàng bạc đá quý - Ngân hàng TMCP Công thương Việt Nam,Công ty TNHH MTV Vàng bạc đá quý - Ngân hàng TMCP Công thương Việt Nam,300.000,300.000,300000.0,300000.0
Công ty TNHH MTV Chuyển tiền Toàn cầu - Ngân hàng TMCP Công thương Việt Nam,Tên công ty > Công ty TNHH MTV Chuyển tiền Toàn cầu - Ngân hàng TMCP Công thương Việt Nam,Công ty TNHH MTV Chuyển tiền Toàn cầu - Ngân hàng TMCP Công thương Việt Nam,50.000,50.000,50000.0,50000.0
Ngân hàng TNHH Công thương Việt Nam tại Lào,Tên công ty > Ngân hàng TNHH Công thương Việt Nam tại Lào,Ngân hàng TNHH Công thương Việt Nam tại Lào,1.083.650,1.083.650,1083650.0,1083650.0
,,,4.590.032,4.600.882,4590032.0,4600882.0
