row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
II. Tài sản cố định,II. Tài sản cố định,II. Tài sản cố định,220,,484.699.732.543,413.908.550.228,220.0,,484699732543.0,413908550228.0
1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,221,12,203.204.284.453,205.305.008.346,221.0,12.0,203204284453.0,205305008346.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,222,,391.425.135.871,366.644.007.032,222.0,,391425135871.0,366644007032.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,223,,(188.220.851.418),(161.338.998.686),223.0,,-188220851418.0,-161338998686.0
2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,227,13,281.495.448.090,208.603.541.882,227.0,13.0,281495448090.0,208603541882.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,228,,286.740.907.873,213.344.195.473,228.0,,286740907873.0,213344195473.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,229,,(5.245.459.783),(4.740.653.591),229.0,,-5245459783.0,-4740653591.0
III. Tài sản dở dang dài hạn,III. Tài sản dở dang dài hạn,III. Tài sản dở dang dài hạn,240,,9.665.078.966,7.532.817.898,240.0,,9665078966.0,7532817898.0
1. Chỉ phí xây dựng cơ bản dở dang,1. Chỉ phí xây dựng cơ bản dở dang,1. Chỉ phí xây dựng cơ bản dở dang,242,14,9.665.078.966,7.532.817.898,242.0,14.0,9665078966.0,7532817898.0
IV. Đầu tư tài chính dài hạn,IV. Đầu tư tài chính dài hạn,IV. Đầu tư tài chính dài hạn,250,5,20.000.000.000,20.000.000.000,250.0,5.0,20000000000.0,20000000000.0
1. Đầu tư vào công ty con,1. Đầu tư vào công ty con,1. Đầu tư vào công ty con,251,,20.000.000.000,20.000.000.000,251.0,,20000000000.0,20000000000.0
2. Đầu tư góp vốn vào đơn vị khác,2. Đầu tư góp vốn vào đơn vị khác,2. Đầu tư góp vốn vào đơn vị khác,253,,395.271.613.400,395.271.613.400,253.0,,395271613400.0,395271613400.0
3. Dự phòng đầu tư tài chính dài hạn,3. Dự phòng đầu tư tài chính dài hạn,3. Dự phòng đầu tư tài chính dài hạn,254,,(395.271.613.400),(395.271.613.400),254.0,,-395271613400.0,-395271613400.0
V. Tài sản dài hạn khác,V. Tài sản dài hạn khác,V. Tài sản dài hạn khác,260,,52.772.527.968,31.276.204.060,260.0,,52772527968.0,31276204060.0
1. Chỉ phí trả trước dài hạn,1. Chỉ phí trả trước dài hạn,1. Chỉ phí trả trước dài hạn,261,10,50.333.508.544,28.353.120.086,261.0,10.0,50333508544.0,28353120086.0
2. Tài sản thuê thu nhập hoãn lại,2. Tài sản thuê thu nhập hoãn lại,2. Tài sản thuê thu nhập hoãn lại,262,15,2.439.019.424,2.923.083.974,262.0,15.0,2439019424.0,2923083974.0
TỔNG CỘNG TÀI SẢN (270=100+200),TỔNG CỘNG TÀI SẢN (270=100+200),TỔNG CỘNG TÀI SẢN (270=100+200),270,,4.496.304.527.969,3.591.055.034.904,270.0,,4496304527969.0,3591055034904.0
