row_label_raw,row_label_full,a. Đầu tư nằm giữ đến ngày đáo hạn > - Đầu tư nằm giữ đến ngày đáo hạn > b. Đầu tư góp vốn vào đơn vị khác,Số cuối năm > Gá gốcVND > a. Đầu tư nằm giữ đến ngày đáo hạn > 160.065.000.000 > b. Đầu tư góp vốn vào đơn vị khác,Số cuối năm > Dự phòngVND > a. Đầu tư nằm giữ đến ngày đáo hạn > - > b. Đầu tư góp vốn vào đơn vị khác,Số cuối năm > Giá trị hợp lýVND > a. Đầu tư nằm giữ đến ngày đáo hạn > 160.065.000.000 > b. Đầu tư góp vốn vào đơn vị khác,Số đầu năm > Gá gốcVND > a. Đầu tư nằm giữ đến ngày đáo hạn > 65.000.000 > b. Đầu tư góp vốn vào đơn vị khác,Số đầu năm > Dự phòngVND > a. Đầu tư nằm giữ đến ngày đáo hạn > - > b. Đầu tư góp vốn vào đơn vị khác,Số đầu năm > Giá trị hợp lýVND > a. Đầu tư nằm giữ đến ngày đáo hạn > 65.000.000 > b. Đầu tư góp vốn vào đơn vị khác,numeric__Số cuối năm > Gá gốcVND > a. Đầu tư nằm giữ đến ngày đáo hạn > 160.065.000.000 > b. Đầu tư góp vốn vào đơn vị khác,numeric__Số cuối năm > Dự phòngVND > a. Đầu tư nằm giữ đến ngày đáo hạn > - > b. Đầu tư góp vốn vào đơn vị khác,numeric__Số cuối năm > Giá trị hợp lýVND > a. Đầu tư nằm giữ đến ngày đáo hạn > 160.065.000.000 > b. Đầu tư góp vốn vào đơn vị khác,numeric__Số đầu năm > Gá gốcVND > a. Đầu tư nằm giữ đến ngày đáo hạn > 65.000.000 > b. Đầu tư góp vốn vào đơn vị khác,numeric__Số đầu năm > Dự phòngVND > a. Đầu tư nằm giữ đến ngày đáo hạn > - > b. Đầu tư góp vốn vào đơn vị khác,numeric__Số đầu năm > Giá trị hợp lýVND > a. Đầu tư nằm giữ đến ngày đáo hạn > 65.000.000 > b. Đầu tư góp vốn vào đơn vị khác
- Đầu tư vào công ty con,- Đầu tư vào công ty con,- Đầu tư vào công ty con,20.000.000.000,-,20.000.000.000,20.000.000.000,-,20.000.000.000,20000000000.0,,20000000000.0,20000000000.0,,20000000000.0
Công ty TNHH MTV Thời trang CAO,Công ty TNHH MTV Thời trang CAO,Công ty TNHH MTV Thời trang CAO,10.000.000.000,-,10.000.000.000,10.000.000.000,-,10.000.000.000,10000000000.0,,10000000000.0,10000000000.0,,10000000000.0
Công ty TNHH MTV Giám định PNU,Công ty TNHH MTV Giám định PNU,Công ty TNHH MTV Giám định PNU,10.000.000.000,-,10.000.000.000,10.000.000.000,-,10.000.000.000,10000000000.0,,10000000000.0,10000000000.0,,10000000000.0
- Đầu tư vào đơn vị khác.,- Đầu tư vào đơn vị khác.,- Đầu tư vào đơn vị khác.,395.271.613.400,(395.271.613.400),-,395.271.613.400,(395.271.613.400),-,395271613400.0,-395271613400.0,,395271613400.0,-395271613400.0,
"Ngân hàng Thương mại Cổ phầnĐồng Á (""DAB"") (*)","Ngân hàng Thương mại Cổ phầnĐồng Á (""DAB"") (*)","Ngân hàng Thương mại Cổ phầnĐồng Á (""DAB"") (*)",395.271.613.400,(395.271.613.400),-,395.271.613.400,(395.271.613.400),-,395271613400.0,-395271613400.0,,395271613400.0,-395271613400.0,
,,,575.336.613.400,(395.271.613.400),180.065.000.000,415.336.613.400,(395.271.613.400),20.065.000.000,575336613400.0,-395271613400.0,180065000000.0,415336613400.0,-395271613400.0,20065000000.0
