row_label_raw,row_label_full,CHỈ TIÊU,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,01,,10.991.670.038.524,8.566.097.820.347,1.0,,10991670038524.0,8566097820347.0
2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,02,,71.699.927.867,49.850.158.226,2.0,,71699927867.0,49850158226.0
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),10,23,10.919.970.110.657,8.516.247.662.121,10.0,23.0,10919970110657.0,8516247662121.0
4. Giá vốn hàng bán và dịch vụ cung cấp,4. Giá vốn hàng bán và dịch vụ cung cấp,4. Giá vốn hàng bán và dịch vụ cung cấp,11,24,9.046.042.247.103,7.135.192.385.182,11.0,24.0,9046042247103.0,7135192385182.0
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),20,,1.873.927.863.554,1.381.055.276.939,20.0,,1873927863554.0,1381055276939.0
6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,21,26,14.778.365.031,12.797.356.121,21.0,26.0,14778365031.0,12797356121.0
7. Chi phí tài chính,7. Chi phí tài chính,7. Chi phí tài chính,22,27,57.073.492.581,161.892.535.546,22.0,27.0,57073492581.0,161892535546.0
- Trong đó: Chi phí lãi vay,- Trong đó: Chi phí lãi vay,- Trong đó: Chi phí lãi vay,23,,55.578.895.516,73.196.281.440,23.0,,55578895516.0,73196281440.0
8. Chi phí bán hàng,8. Chi phí bán hàng,8. Chi phí bán hàng,25,28,751.639.529.843,537.302.983.572,25.0,28.0,751639529843.0,537302983572.0
9. Chi phí quản lý doanh nghiệp,9. Chi phí quản lý doanh nghiệp,9. Chi phí quản lý doanh nghiệp,26,29,182.092.972.237,130.525.110.306,26.0,29.0,182092972237.0,130525110306.0
10. Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)-(25+26)),10. Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)-(25+26)),10. Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)-(25+26)),30,,897.900.233.924,564.132.003.636,30.0,,897900233924.0,564132003636.0
11. Thu nhập khác,11. Thu nhập khác,11. Thu nhập khác,31,30,7.320.918.735,47.305.089.666,31.0,30.0,7320918735.0,47305089666.0
12. Chi phí khác,12. Chi phí khác,12. Chi phí khác,32,31,1.375.527.317,3.367.732.150,32.0,31.0,1375527317.0,3367732150.0
13. Lợi nhuận khác (40=31-32),13. Lợi nhuận khác (40=31-32),13. Lợi nhuận khác (40=31-32),40,,5.945.391.418,43.937.357.516,40.0,,5945391418.0,43937357516.0
14. Lợi nhuận kể toán trước thuế (50=30+40),14. Lợi nhuận kể toán trước thuế (50=30+40),14. Lợi nhuận kể toán trước thuế (50=30+40),50,,903.845.625.342,608.069.361.152,50.0,,903845625342.0,608069361152.0
15. Chi phí thuế thu nhập doanh nghiệp hiện hành,15. Chi phí thuế thu nhập doanh nghiệp hiện hành,15. Chi phí thuế thu nhập doanh nghiệp hiện hành,51,32,179.918.211.850,137.614.509.165,51.0,32.0,179918211850.0,137614509165.0
16. Chi phí thuế thu nhập doanh nghiệp hoãn lại,16. Chi phí thuế thu nhập doanh nghiệp hoãn lại,16. Chi phí thuế thu nhập doanh nghiệp hoãn lại,52,15,484.064.550,175.856.983,52.0,15.0,484064550.0,175856983.0
17. Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51-52),17. Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51-52),17. Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51-52),60,,723.443.348.942,470.278.995.004,60.0,,723443348942.0,470278995004.0
