row_label_raw,row_label_full,Ngân hàng > Ngân hàng TMCP Công thương Việt Nam > Ngân hàng TMCP Ngoại thương Việt Nam > Ngân hàng TNHH CTBC - Chi nhánh Hồ Chí Minh > Ngân hàng TNHH MTV Shinhan Việt Nam > Ngân hàng TMCP Đầu Tư Phát Tiến Việt Nam > Ngân hàng TMCP Hàng Hải Việt Nam > Công ty TNHH MTV Giám định PNJ > Các cá nhân,Số cuối nămVND > 158.143.056.204 > 287.265.175.263 > 67.000.000.000 > 60.000.000.000 > 43.267.497.995 > 20.627.068.000 > 11.000.000.000 > 206.276.052.738,Ngày đáo han > Từ ngày 10 tháng 4 năm 2018 đến ngày 22 tháng 6 năm 2018 > Từ ngày 07 tháng 3 năm 2018 đến ngày 30 tháng 5 năm 2018 > Từ ngày 07 tháng 01 năm 2018 đến ngày 05 tháng 6 năm 2018 > Từ ngày 16 tháng 01 năm 2018 đến ngày 07 tháng 2 năm 2018 > Từ ngày 08 tháng 3 năm 2018 đến ngày 15 tháng 3 năm 2018 > Từ ngày 04 tháng 01 năm 2018 đến ngày 12 tháng 01 năm 2018 > Từ ngày 11 tháng 3 năm 2018 đến 30 tháng 9 năm 2018 > Từ ngày 01 tháng 01 năm 2018 đến 29 tháng 12 năm 2018,"Lãi suất%/năm > 5,5 > 2,8-5,2 > 4,5 > 2,6 > 5,0 > 6,0 > 2,2-7,6","Hình thức đảm bảo > Hàng tồn kho > Máy móc thiết bị, quyền sử dụng đất và tài sản gắn liền với đất (Thuyết minh số 12 và 13) > Hàng tồn kho > Tín chấp > Hàng tồn kho > Tín chấp",numeric__Số cuối nămVND > 158.143.056.204 > 287.265.175.263 > 67.000.000.000 > 60.000.000.000 > 43.267.497.995 > 20.627.068.000 > 11.000.000.000 > 206.276.052.738,numeric__Ngày đáo han > Từ ngày 10 tháng 4 năm 2018 đến ngày 22 tháng 6 năm 2018 > Từ ngày 07 tháng 3 năm 2018 đến ngày 30 tháng 5 năm 2018 > Từ ngày 07 tháng 01 năm 2018 đến ngày 05 tháng 6 năm 2018 > Từ ngày 16 tháng 01 năm 2018 đến ngày 07 tháng 2 năm 2018 > Từ ngày 08 tháng 3 năm 2018 đến ngày 15 tháng 3 năm 2018 > Từ ngày 04 tháng 01 năm 2018 đến ngày 12 tháng 01 năm 2018 > Từ ngày 11 tháng 3 năm 2018 đến 30 tháng 9 năm 2018 > Từ ngày 01 tháng 01 năm 2018 đến 29 tháng 12 năm 2018,"numeric__Lãi suất%/năm > 5,5 > 2,8-5,2 > 4,5 > 2,6 > 5,0 > 6,0 > 2,2-7,6","numeric__Hình thức đảm bảo > Hàng tồn kho > Máy móc thiết bị, quyền sử dụng đất và tài sản gắn liền với đất (Thuyết minh số 12 và 13) > Hàng tồn kho > Tín chấp > Hàng tồn kho > Tín chấp"
Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,3.700.000.000,,,,3700000000.0,,,
,,,857.278.850.200,,,,857278850200.0,,,
