row_label_raw,row_label_full,col_0,Trang,numeric__Trang
BẢO CẢO CỦA BAN TỔNG GIÁM ĐỐC,BẢO CẢO CỦA BAN TỔNG GIÁM ĐỐC,BẢO CẢO CỦA BAN TỔNG GIÁM ĐỐC,01 - 02,
BẢO CẢO KIỂM TOÁN ĐỘC LẬP,BẢO CẢO KIỂM TOÁN ĐỘC LẬP,BẢO CẢO KIỂM TOÁN ĐỘC LẬP,03 - 04,
BẢO CẢO TÀI CHÍNH RIÊNG ĐÃ ĐƯỢC KIỂM TOÁN,BẢO CẢO TÀI CHÍNH RIÊNG ĐÃ ĐƯỢC KIỂM TOÁN,BẢO CẢO TÀI CHÍNH RIÊNG ĐÃ ĐƯỢC KIỂM TOÁN,,
Bảng cân đối kế toán,Bảng cân đối kế toán,Bảng cân đối kế toán,05 - 06,
Bảo cáo kết quả hoạt động kinh doanh,Bảng cân đối kế toán > Bảo cáo kết quả hoạt động kinh doanh,Bảo cáo kết quả hoạt động kinh doanh,07,7.0
Bảo cáo lưu chuyển tiền tệ,Bảo cáo lưu chuyển tiền tệ,Bảo cáo lưu chuyển tiền tệ,08 - 09,
Thuyết minh báo cáo tài chính,Thuyết minh báo cáo tài chính,Thuyết minh báo cáo tài chính,10 - 42,
