row_label_raw,row_label_full,Danh sách các bên liên quan,Mối quan hệ,numeric__Mối quan hệ
1. Công ty Cổ phần Cấp nước Đồng Nai,1. Công ty Cổ phần Cấp nước Đồng Nai,1. Công ty Cổ phần Cấp nước Đồng Nai,Công ty con,
2. Công ty Cổ phần Môi trường Sonadezi,2. Công ty Cổ phần Môi trường Sonadezi,2. Công ty Cổ phần Môi trường Sonadezi,Công ty con,
3. Công ty Cổ phần Phát triển Đô thị Công nghiệp Số 2,3. Công ty Cổ phần Phát triển Đô thị Công nghiệp Số 2,3. Công ty Cổ phần Phát triển Đô thị Công nghiệp Số 2,Công ty con,
4. Công ty Cổ phần Đầu tư Xây dựng và Vật liệu Đồng Nai,4. Công ty Cổ phần Đầu tư Xây dựng và Vật liệu Đồng Nai,4. Công ty Cổ phần Đầu tư Xây dựng và Vật liệu Đồng Nai,Công ty con,
5. Công ty Cổ phần Kinh doanh nhà Đồng Nai,5. Công ty Cổ phần Kinh doanh nhà Đồng Nai,5. Công ty Cổ phần Kinh doanh nhà Đồng Nai,Công ty con,
6. Công ty Cổ phần Câng Đồng Nai,6. Công ty Cổ phần Câng Đồng Nai,6. Công ty Cổ phần Câng Đồng Nai,Công ty con,
7. Công ty Cổ phần Sonadezi Long Thành,7. Công ty Cổ phần Sonadezi Long Thành,7. Công ty Cổ phần Sonadezi Long Thành,Công ty con,
8. Công ty Cổ phần Sonadezi Long Bình,8. Công ty Cổ phần Sonadezi Long Bình,8. Công ty Cổ phần Sonadezi Long Bình,Công ty con,
9. Công ty Cổ phần Khu công nghiệp Định Quán,9. Công ty Cổ phần Khu công nghiệp Định Quán,9. Công ty Cổ phần Khu công nghiệp Định Quán,Công ty conđến ngày 17/07/2018,
10. Công ty Cổ phần Sonadezi Giang Điền,10. Công ty Cổ phần Sonadezi Giang Điền,10. Công ty Cổ phần Sonadezi Giang Điền,Công ty con,
11. Công ty Cổ phần Xây dựng Đồng Nai,11. Công ty Cổ phần Xây dựng Đồng Nai,11. Công ty Cổ phần Xây dựng Đồng Nai,Công ty liên kết,
12. Công ty Cổ phần Sơn Đồng Nai,12. Công ty Cổ phần Sơn Đồng Nai,12. Công ty Cổ phần Sơn Đồng Nai,Công ty liên kết,
13. Công ty Cổ phần Xây dựng Dân dụng Công nghiệp Số 1 - Đồng Nai,13. Công ty Cổ phần Xây dựng Dân dụng Công nghiệp Số 1 - Đồng Nai,13. Công ty Cổ phần Xây dựng Dân dụng Công nghiệp Số 1 - Đồng Nai,Công ty liên kết,
14. Công ty Cổ phần Dịch vụ Sonadezi,14. Công ty Cổ phần Dịch vụ Sonadezi,14. Công ty Cổ phần Dịch vụ Sonadezi,Công ty liên kết,
15. Công ty Cổ phần Sonadezi Châu Đức,15. Công ty Cổ phần Sonadezi Châu Đức,15. Công ty Cổ phần Sonadezi Châu Đức,Công ty liên kết,
16. Công ty Cổ phần Sonadezi An Bình,16. Công ty Cổ phần Sonadezi An Bình,16. Công ty Cổ phần Sonadezi An Bình,Công ty liên kết,
17. Công ty Cổ phần Bến xe và Dịch vụ Vận tải Đồng Nai,17. Công ty Cổ phần Bến xe và Dịch vụ Vận tải Đồng Nai,17. Công ty Cổ phần Bến xe và Dịch vụ Vận tải Đồng Nai,Công ty liên kết,
18. Trường Cao đẳng Công nghệ và Quản trị Sonadezi,18. Trường Cao đẳng Công nghệ và Quản trị Sonadezi,18. Trường Cao đẳng Công nghệ và Quản trị Sonadezi,Công ty liên kết,
19. Công ty Cổ phần Đầu tư Quốc lộ 91 Cần Thơ - An Giang,19. Công ty Cổ phần Đầu tư Quốc lộ 91 Cần Thơ - An Giang,19. Công ty Cổ phần Đầu tư Quốc lộ 91 Cần Thơ - An Giang,Công ty liên kết,
20. Hội đồng quản trị và Ban Tổng Giám đốc,20. Hội đồng quản trị và Ban Tổng Giám đốc,20. Hội đồng quản trị và Ban Tổng Giám đốc,Nhân sự quản lý chủ chốt,
