row_label_raw,row_label_full,CHỈ TIÊU,Mã số,TM,Năm 2018,Năm 2017,numeric__Mã số,numeric__TM,numeric__Năm 2018,numeric__Năm 2017
1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,1,5.1,52.084.607.689,93.243.011.447,1.0,51.0,52084607689.0,93243011447.0
2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,2,,-,-,2.0,,,
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,10,,52.084.607.689,93.243.011.447,10.0,,52084607689.0,93243011447.0
4. Giá vốn hàng bán,4. Giá vốn hàng bán,4. Giá vốn hàng bán,11,5.2,46.388.170.475,83.492.722.888,11.0,52.0,46388170475.0,83492722888.0
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,20,,5.696.437.214,9.750.288.559,20.0,,5696437214.0,9750288559.0
6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,21,5.3,332.725.166.810,264.510.383.301,21.0,53.0,332725166810.0,264510383301.0
7. Chi phí tài chính,7. Chi phí tài chính,7. Chi phí tài chính,22,5.4,1.092.817.691,5.339.577.647,22.0,54.0,1092817691.0,5339577647.0
"Trong đó, chi phí lãi vay","Trong đó, chi phí lãi vay","Trong đó, chi phí lãi vay",23,,-,176.508.950,23.0,,,176508950.0
8. Chi phí bán hàng,8. Chi phí bán hàng,8. Chi phí bán hàng,25,,-,10.575.806,25.0,,,10575806.0
9. Chi phí quản lý doanh nghiệp,9. Chi phí quản lý doanh nghiệp,9. Chi phí quản lý doanh nghiệp,26,5.5,41.357.086.635,42.836.128.806,26.0,55.0,41357086635.0,42836128806.0
10. Lợi nhuận thuần từ hoạt động kinh doanh,10. Lợi nhuận thuần từ hoạt động kinh doanh,10. Lợi nhuận thuần từ hoạt động kinh doanh,30,,295.971.699.698,226.074.389.601,30.0,,295971699698.0,226074389601.0
11. Thu nhập khác,11. Thu nhập khác,11. Thu nhập khác,31,,51.277.564,45.626.909.937,31.0,,51277564.0,45626909937.0
12. Chi phí khác,12. Chi phí khác,12. Chi phí khác,32,,-,53.281.215,32.0,,,53281215.0
13. Lợi nhuận khác,13. Lợi nhuận khác,13. Lợi nhuận khác,40,,51.277.564,45.573.628.722,40.0,,51277564.0,45573628722.0
14. Tổng lợi nhuận kế toán trước thuế,14. Tổng lợi nhuận kế toán trước thuế,14. Tổng lợi nhuận kế toán trước thuế,50,,296.022.977.262,271.648.018.323,50.0,,296022977262.0,271648018323.0
15. Chi phí thuế TNDN hiện hành,15. Chi phí thuế TNDN hiện hành,15. Chi phí thuế TNDN hiện hành,51,5.7,3.289.955.850,12.057.696.579,51.0,57.0,3289955850.0,12057696579.0
16. Lợi nhuận sau thuế thu nhập doanh nghiệp,16. Lợi nhuận sau thuế thu nhập doanh nghiệp,16. Lợi nhuận sau thuế thu nhập doanh nghiệp,60,,292.733.021.412,259.590.321.744,60.0,,292733021412.0,259590321744.0
