row_label_raw,row_label_full,TÀI SẢN,Mã số,TM,Tại ngày 31/12/2018,Tại ngày 01/01/2018,numeric__Mã số,numeric__TM,numeric__Tại ngày 31/12/2018,numeric__Tại ngày 01/01/2018
A. TÀI SẢN NGĂN HẠN,A. TÀI SẢN NGĂN HẠN,A. TÀI SẢN NGĂN HẠN,100,,780.926.560.869,887.047.836.749,100.0,,780926560869.0,887047836749.0
I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,110,4.1,52.750.587.126,97.140.261.573,110.0,41.0,52750587126.0,97140261573.0
1. Tiền,1. Tiền,1. Tiền,111,,7.750.587.126,97.140.261.573,111.0,,7750587126.0,97140261573.0
2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,112,,45.000.000.000,-,112.0,,45000000000.0,
II. Các khoản đầu tư tài chính ngắn hạn,II. Các khoản đầu tư tài chính ngắn hạn,II. Các khoản đầu tư tài chính ngắn hạn,120,,562.980.000.000,675.435.000.000,120.0,,562980000000.0,675435000000.0
1. Đầu tư nằm giữ đến ngày đáo hạn,1. Đầu tư nằm giữ đến ngày đáo hạn,1. Đầu tư nằm giữ đến ngày đáo hạn,123,4.2,562.980.000.000,675.435.000.000,123.0,42.0,562980000000.0,675435000000.0
III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,130,,132.350.526.848,61.574.148.447,130.0,,132350526848.0,61574148447.0
1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,131,4.3,10.917.904.851,46.586.519.526,131.0,43.0,10917904851.0,46586519526.0
2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,132,,1.358.879.500,1.074.995.100,132.0,,1358879500.0,1074995100.0
3. Phải thu ngắn hạn khác,3. Phải thu ngắn hạn khác,3. Phải thu ngắn hạn khác,136,4.4,121.584.911.645,14.408.330.917,136.0,44.0,121584911645.0,14408330917.0
