row_label_raw,row_label_full,col_0,Các khoản mục thuộc vốn chủ sở hữu,Các khoản mục thuộc vốn chủ sở hữu_1,Các khoản mục thuộc vốn chủ sở hữu_2,Các khoản mục thuộc vốn chủ sở hữu_3,Các khoản mục thuộc vốn chủ sở hữu_4,Các khoản mục thuộc vốn chủ sở hữu_5,DTV: Ngân đồng,numeric__Các khoản mục thuộc vốn chủ sở hữu,numeric__Các khoản mục thuộc vốn chủ sở hữu_1,numeric__Các khoản mục thuộc vốn chủ sở hữu_2,numeric__Các khoản mục thuộc vốn chủ sở hữu_3,numeric__Các khoản mục thuộc vốn chủ sở hữu_4,numeric__Các khoản mục thuộc vốn chủ sở hữu_5,numeric__DTV: Ngân đồng
,,,Vốn góp của chủ sở hữu,Cổ phiếu quỹ,Chênh lệch đánh giá lại tài sản,Quỹ hỗ trợ sắp xếp doanh nghiệp,Quỹ đầu tư phát triển,Lợi nhuận sau thuế chưa phân phối và các quỹ,Cộng,,,,,,,
Tại ngày 01/01/2018,Tại ngày 01/01/2018,Tại ngày 01/01/2018,3.765.000.000,-,-,-,5.706.000,344.166.335,4.114.872.335,3765000000.0,,,,5706000.0,344166335.0,4114872335.0
Lãi trong năm nay,Lãi trong năm nay,Lãi trong năm nay,-,-,-,-,-,292.733.021,292.733.021,,,,,,292733021.0,292733021.0
Mua lại cổ phiếu quỹ,Mua lại cổ phiếu quỹ,Mua lại cổ phiếu quỹ,-,(90.100),-,-,-,-,(90.100),,-90100.0,,,,,-90100.0
Trích quỹ đầu tư phát triển,Trích quỹ đầu tư phát triển,Trích quỹ đầu tư phát triển,-,-,-,-,19.010.673,(19.010.673),-,,,,,19010673.0,-19010673.0,
"Trích quỹ khen thưởng, phúc lợi","Trích quỹ khen thưởng, phúc lợi","Trích quỹ khen thưởng, phúc lợi",-,-,-,-,-,(12.185.680),(12.185.680),,,,,,-12185680.0,-12185680.0
Chia cổ tức,Chia cổ tức,Chia cổ tức,-,-,-,-,-,(376.491.800),(376.491.800),,,,,,-376491800.0,-376491800.0
Tại ngày 31/12/2018,Tại ngày 31/12/2018,Tại ngày 31/12/2018,3.765.000.000,(90.100),-,-,24.716.673,229.211.203,4.018.837.776,3765000000.0,-90100.0,,,24716673.0,229211203.0,4018837776.0
