row_label_raw,row_label_full,col_0,Tại ngày31/12/2018VND,Tại ngày01/01/2018VND,numeric__Tại ngày31/12/2018VND,numeric__Tại ngày01/01/2018VND
Ngắn hạn:,Ngắn hạn:,Ngắn hạn:,Ngắn hạn:,Ngắn hạn:,,
Tiền thuê đất KCN Biên Hòa 1 (*),Ngắn hạn: > Tiền thuê đất KCN Biên Hòa 1 (*),Tiền thuê đất KCN Biên Hòa 1 (*),16.975.373.525,25.389.111.706,16975373525.0,25389111706.0
Các khoản khác,Ngắn hạn: > Các khoản khác,Các khoản khác,224.354.542,21.040.578,224354542.0,21040578.0
Cộng,Ngắn hạn: > Cộng,Cộng,17.199.728.067,25.410.152.284,17199728067.0,25410152284.0
Dài hạn:,Dài hạn:,Dài hạn:,Dài hạn:,Dài hạn:,,
Chi phí đầu tư mặt bằng công nghiệp có hạ tầngkỹ thuật KCN Châu Đức,Dài hạn: > Chi phí đầu tư mặt bằng công nghiệp có hạ tầngkỹ thuật KCN Châu Đức,Chi phí đầu tư mặt bằng công nghiệp có hạ tầngkỹ thuật KCN Châu Đức,256.063.375.551,262.505.221.477,256063375551.0,262505221477.0
"Chi phí sửa chữa, bảo trì KCN Biên Hòa 1","Dài hạn: > Chi phí sửa chữa, bảo trì KCN Biên Hòa 1","Chi phí sửa chữa, bảo trì KCN Biên Hòa 1",2.148.754.359,892.370.357,2148754359.0,892370357.0
Công cụ dụng cụ,Dài hạn: > Công cụ dụng cụ,Công cụ dụng cụ,199.042.493,166.031.161,199042493.0,166031161.0
Lợi thế kinh doanh,Dài hạn: > Lợi thế kinh doanh,Lợi thế kinh doanh,-,2.032.615.191,,2032615191.0
Cộng,Dài hạn: > Cộng,Cộng,258.411.172.403,265.596.238.186,258411172403.0,265596238186.0
