row_label_raw,row_label_full,col_0,EURđược quy đổiTriệu đồng,USDđược quy đổiTriệu đồng,Vàngđược quy đổiTriệu đồng,Các ngoại tệ khácđược quy đổiTriệu đồng,Tổng cộngTriệu đồng,numeric__EURđược quy đổiTriệu đồng,numeric__USDđược quy đổiTriệu đồng,numeric__Vàngđược quy đổiTriệu đồng,numeric__Các ngoại tệ khácđược quy đổiTriệu đồng,numeric__Tổng cộngTriệu đồng
Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,,,,,
Tiền mặt và vàng,Tài sản > Tiền mặt và vàng,Tiền mặt và vàng,250.033,1.142.551,245.128,667.981,2.305.693,250033.0,1142551.0,245128.0,667981.0,2305693.0
Tiền gửi tại NHNN Việt Nam,Tài sản > Tiền gửi tại NHNN Việt Nam,Tiền gửi tại NHNN Việt Nam,-,963.335,-,-,963.335,,963335.0,,,963335.0
Tiền gửi tại và cho vay các TCTD khác - gộp,Tài sản > Tiền gửi tại và cho vay các TCTD khác - gộp,Tiền gửi tại và cho vay các TCTD khác - gộp,33.339,3.141.623,-,233.243,3.408.205,33339.0,3141623.0,,233243.0,3408205.0
Công cụ tài chính phải sinh và các tài sản tài chính khác,Tài sản > Công cụ tài chính phải sinh và các tài sản tài chính khác,Công cụ tài chính phải sinh và các tài sản tài chính khác,842.905,610.253,-,119.025,1.572.183,842905.0,610253.0,,119025.0,1572183.0
Cho vay khách hàng - gộp,Tài sản > Cho vay khách hàng - gộp,Cho vay khách hàng - gộp,-,7.508.415,382.426,-,7.890.841,,7508415.0,382426.0,,7890841.0
Tài sản có khác - gộp,Tài sản > Tài sản có khác - gộp,Tài sản có khác - gộp,-,244.114,63.859,87.293,395.266,,244114.0,63859.0,87293.0,395266.0
Tổng tài sản,Tài sản > Tổng tài sản,Tổng tài sản,1.126.277,13.610.291,691.413,1.107.542,16.535.523,1126277.0,13610291.0,691413.0,1107542.0,16535523.0
Nợ phải trả và vốn chủ sở hữu,Nợ phải trả và vốn chủ sở hữu,Nợ phải trả và vốn chủ sở hữu,Nợ phải trả và vốn chủ sở hữu,Nợ phải trả và vốn chủ sở hữu,Nợ phải trả và vốn chủ sở hữu,Nợ phải trả và vốn chủ sở hữu,Nợ phải trả và vốn chủ sở hữu,,,,,
Tiền gửi và vay các TCTD khác,Nợ phải trả và vốn chủ sở hữu > Tiền gửi và vay các TCTD khác,Tiền gửi và vay các TCTD khác,4.031,1.835.599,-,56.289,1.895.919,4031.0,1835599.0,,56289.0,1895919.0
Tiền gửi của khách hàng,Nợ phải trả và vốn chủ sở hữu > Tiền gửi của khách hàng,Tiền gửi của khách hàng,405.365,11.799.045,-,330.103,12.534.513,405365.0,11799045.0,,330103.0,12534513.0
Công cụ tài chính phải sinh và các nợ tài chính khác,Nợ phải trả và vốn chủ sở hữu > Công cụ tài chính phải sinh và các nợ tài chính khác,Công cụ tài chính phải sinh và các nợ tài chính khác,-,-,-,383.423,383.423,,,,383423.0,383423.0
"Vốn tài trợ, uỷ thác đầu tư, cho vay chịu rủi ro","Nợ phải trả và vốn chủ sở hữu > Vốn tài trợ, uỷ thác đầu tư, cho vay chịu rủi ro","Vốn tài trợ, uỷ thác đầu tư, cho vay chịu rủi ro",-,1.316.768,-,-,1.316.768,,1316768.0,,,1316768.0
Phát hành giấy tờ có giá,Nợ phải trả và vốn chủ sở hữu > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,-,4,-,-,4,,4.0,,,4.0
Các khoản nợ khác,Nợ phải trả và vốn chủ sở hữu > Các khoản nợ khác,Các khoản nợ khác,2.825,51.494,50,12.554,66.923,2825.0,51494.0,50.0,12554.0,66923.0
Tổng nợ phải trả và vốn chủ sở hữu,Nợ phải trả và vốn chủ sở hữu > Tổng nợ phải trả và vốn chủ sở hữu,Tổng nợ phải trả và vốn chủ sở hữu,412.221,15.002.910,50,782.369,16.197.550,412221.0,15002910.0,50.0,782369.0,16197550.0
Trạng thái tiền tệ nội bảng,Nợ phải trả và vốn chủ sở hữu > Trạng thái tiền tệ nội bảng,Trạng thái tiền tệ nội bảng,714.056,(1.392.619),691.363,325.173,337.973,714056.0,-1392619.0,691363.0,325173.0,337973.0
Trạng thái tiền tệ ngoại bảng,Nợ phải trả và vốn chủ sở hữu > Trạng thái tiền tệ ngoại bảng,Trạng thái tiền tệ ngoại bảng,(713.998),1.696.644,(170.710),(245.072),566.864,-713998.0,1696644.0,-170710.0,-245072.0,566864.0
"Trạng thái tiền tệ nội, ngoại bảng","Nợ phải trả và vốn chủ sở hữu > Trạng thái tiền tệ nội, ngoại bảng","Trạng thái tiền tệ nội, ngoại bảng",58,304.025,520.653,80.101,904.837,58.0,304025.0,520653.0,80101.0,904837.0
