row_label_raw,row_label_full,col_0,Thuyết minh,Năm nay Triệu đồng,Năm trước Triệu đồng,numeric__Thuyết minh,numeric__Năm nay Triệu đồng,numeric__Năm trước Triệu đồng
Thu nhập lãi và các khoản thu nhập tương tự,Thu nhập lãi và các khoản thu nhập tương tự,Thu nhập lãi và các khoản thu nhập tương tự,23,15.436.555,14.921.435,23.0,15436555.0,14921435.0
Chi phí lãi và các chi phí tương tự,Chi phí lãi và các chi phí tương tự,Chi phí lãi và các chi phí tương tự,24,(9.201.103),(8.597.127),24.0,-9201103.0,-8597127.0
Thu nhập lãi thuần,Thu nhập lãi thuần,Thu nhập lãi thuần,,6.235.452,6.324.308,,6235452.0,6324308.0
Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,,1.453.466,1.194.757,,1453466.0,1194757.0
Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,,(453.814),(366.596),,-453814.0,-366596.0
Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,25,999.652,828.161,25.0,999652.0,828161.0
Lãi thuần từ hoạt động kinh doanh ngoại hối,Lãi thuần từ hoạt động kinh doanh ngoại hối,Lãi thuần từ hoạt động kinh doanh ngoại hối,26,159.060,198.232,26.0,159060.0,198232.0
Lãi thuần từ mua bán chứng khoán kinh doanh,Lãi thuần từ mua bán chứng khoán kinh doanh,Lãi thuần từ mua bán chứng khoán kinh doanh,27,11.455,183.086,27.0,11455.0,183086.0
(Lỗ)/lãi thuần từ mua bán chứng khoán đầu tư,(Lỗ)/lãi thuần từ mua bán chứng khoán đầu tư,(Lỗ)/lãi thuần từ mua bán chứng khoán đầu tư,28,(99.478),169.024,28.0,-99478.0,169024.0
Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,,506.205,188.728,,506205.0,188728.0
Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,,(20.638),(21.221),,-20638.0,-21221.0
Lãi thuần từ hoạt động khác,Lãi thuần từ hoạt động khác,Lãi thuần từ hoạt động khác,29,485.567,167.507,29.0,485567.0,167507.0
"Thu nhập từ góp vốn, mua cổ phần","Thu nhập từ góp vốn, mua cổ phần","Thu nhập từ góp vốn, mua cổ phần",30,77.607,252.337,30.0,77607.0,252337.0
TỔNG THU NHẬP HOẠT ĐỘNG,TỔNG THU NHẬP HOẠT ĐỘNG,TỔNG THU NHẬP HOẠT ĐỘNG,,7.869.315,8.122.655,,7869315.0,8122655.0
Chi phí cho nhân viên,Chi phí cho nhân viên,Chi phí cho nhân viên,,(2.672.702),(2.437.631),,-2672702.0,-2437631.0
Chi phí khấu hao,Chi phí khấu hao,Chi phí khấu hao,,(301.178),(271.651),,-301178.0,-271651.0
Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,,(1.958.818),(1.610.236),,-1958818.0,-1610236.0
TỔNG CHI PHÍ HOẠT ĐỘNG,TỔNG CHI PHÍ HOẠT ĐỘNG,TỔNG CHI PHÍ HOẠT ĐỘNG,31,(4.932.698),(4.319.518),31.0,-4932698.0,-4319518.0
Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,,2.936.617,3.803.137,,2936617.0,3803137.0
Chi phí dự phòng rủi ro tín dụng,Chi phí dự phòng rủi ro tín dụng,Chi phí dự phòng rủi ro tín dụng,12,(2.238.504),(952.584),12.0,-2238504.0,-952584.0
TỔNG LỢI NHUẬN TRƯỚC THUẾ,TỔNG LỢI NHUẬN TRƯỚC THUẾ,TỔNG LỢI NHUẬN TRƯỚC THUẾ,,698.113,2.850.553,,698113.0,2850553.0
Chi phí thuế thu nhập doanh nghiệp hiện hành,Chi phí thuế thu nhập doanh nghiệp hiện hành,Chi phí thuế thu nhập doanh nghiệp hiện hành,21,(195.653),(528.257),21.0,-195653.0,-528257.0
Thu nhập/(chi phí) thuế TNDN hoãn lại,Thu nhập/(chi phí) thuế TNDN hoãn lại,Thu nhập/(chi phí) thuế TNDN hoãn lại,21,33.981,(43.639),21.0,33981.0,-43639.0
Tổng chi phí thuế thu nhập doanh nghiệp,Tổng chi phí thuế thu nhập doanh nghiệp,Tổng chi phí thuế thu nhập doanh nghiệp,,(161.672),(571.896),,-161672.0,-571896.0
LỢI NHUẬN SAU THUẾ,LỢI NHUẬN SAU THUẾ,LỢI NHUẬN SAU THUẾ,,536.441,2.278.657,,536441.0,2278657.0
