row_label_raw,row_label_full,Số dư đầu năm > Tăng trong năm,Năm nayTriệu đồng > 660.435 > 377.954,Năm trướcTriệu đồng > 443.668 > 449.008,numeric__Năm nayTriệu đồng > 660.435 > 377.954,numeric__Năm trướcTriệu đồng > 443.668 > 449.008
Tăng từ sáp nhập Ngân hàng TMCP,Tăng từ sáp nhập Ngân hàng TMCP,Tăng từ sáp nhập Ngân hàng TMCP,,,,
Phương Nam,Tăng từ sáp nhập Ngân hàng TMCP > Phương Nam,Phương Nam,126.981,-,126981.0,
Chuyển sang tài sản cố định hữu hình(Thuyết minh số 15.1),Tăng từ sáp nhập Ngân hàng TMCP > Chuyển sang tài sản cố định hữu hình(Thuyết minh số 15.1),Chuyển sang tài sản cố định hữu hình(Thuyết minh số 15.1),(468.159),(139.228),-468159.0,-139228.0
Chuyển sang tài sản cố định vô hình(Thuyết minh số 15.2),Tăng từ sáp nhập Ngân hàng TMCP > Chuyển sang tài sản cố định vô hình(Thuyết minh số 15.2),Chuyển sang tài sản cố định vô hình(Thuyết minh số 15.2),(289.095),(80.309),-289095.0,-80309.0
Chuyển sang chi phí chờ phân bổ vàchi phí hoạt động,Tăng từ sáp nhập Ngân hàng TMCP > Chuyển sang chi phí chờ phân bổ vàchi phí hoạt động,Chuyển sang chi phí chờ phân bổ vàchi phí hoạt động,(2.432),(3.101),-2432.0,-3101.0
Giảm khác,Tăng từ sáp nhập Ngân hàng TMCP > Giảm khác,Giảm khác,(5.633),(9.603),-5633.0,-9603.0
Số dư cuối năm,Tăng từ sáp nhập Ngân hàng TMCP > Số dư cuối năm,Số dư cuối năm,400.051,660.435,400051.0,660435.0
