row_label_raw,row_label_full,col_0,Vốn điều lệ Triệu đồng,Vốn đầu tư XDCB và mua sắm TSCĐ Triệu đồng,Thặng dư vốn cổ phần Triệu đồng,Cổ phiếu quỹ Triệu đồng,Vốn khác Triệu đồng,Quỹ đầu tư phát triển Triệu đồng,Quỹ dự phòng tài chính Triệu đồng,Quỹ dự trữ bổ sung vốn điều lệ Triệu đồng,Chênh lệch tỷ giá hối đoái Triệu đồng,Lợi nhuận chưa phân phối Triệu đồng,Tổng công Triệu đồng,numeric__Vốn điều lệ Triệu đồng,numeric__Vốn đầu tư XDCB và mua sắm TSCĐ Triệu đồng,numeric__Thặng dư vốn cổ phần Triệu đồng,numeric__Cổ phiếu quỹ Triệu đồng,numeric__Vốn khác Triệu đồng,numeric__Quỹ đầu tư phát triển Triệu đồng,numeric__Quỹ dự phòng tài chính Triệu đồng,numeric__Quỹ dự trữ bổ sung vốn điều lệ Triệu đồng,numeric__Chênh lệch tỷ giá hối đoái Triệu đồng,numeric__Lợi nhuận chưa phân phối Triệu đồng,numeric__Tổng công Triệu đồng
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,12.425.116,795,1.671.693,(1.506.878),153,83.263,1.022.922,697.403,79.046,3.330.866,17.804.379,12425116.0,795.0,1671693.0,-1506878.0,153.0,83263.0,1022922.0,697403.0,79046.0,3330866.0,17804379.0
Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,-,-,-,-,-,-,-,-,-,536.441,536.441,,,,,,,,,,536441.0,536441.0
Tăng từ sáp nhập Ngân hàng TMCP,Tăng từ sáp nhập Ngân hàng TMCP,Tăng từ sáp nhập Ngân hàng TMCP,4.000.000,326,41.309,(750.911),500,216,118.394,7.776,-,151.896,3.569.506,4000000.0,326.0,41309.0,-750911.0,500.0,216.0,118394.0,7776.0,,151896.0,3569506.0
Phương Nam Tăng vốn từ chia cổ phiếu thường,Phương Nam Tăng vốn từ chia cổ phiếu thường,Phương Nam Tăng vốn từ chia cổ phiếu thường,142.249,-,(1.649.127),1.506.878,-,-,-,-,-,-,-,142249.0,,-1649127.0,1506878.0,,,,,,,
Tăng vốn từ chia cổ tức bằng cổ phiếu Thanh toán cổ phiếu lẻ,Tăng vốn từ chia cổ tức bằng cổ phiếu Thanh toán cổ phiếu lẻ,Tăng vốn từ chia cổ tức bằng cổ phiếu Thanh toán cổ phiếu lẻ,2.284.792,-,-,-,-,-,-,-,-,(2.284.792),-,2284792.0,,,,,,,,,-2284792.0,
Trích lập các quỹ cho năm trước Sử dụng quỹ trong năm,Trích lập các quỹ cho năm trước Sử dụng quỹ trong năm,Trích lập các quỹ cho năm trước Sử dụng quỹ trong năm,-,-,(263),-,-,-,-,-,-,(231),(494),,,-263.0,,,,,,,-231.0,-494.0
Chênh lệch tỷ giá do chuyển đổi chi nhánh ở Lào Chuyển đổi chi nhánh ở Lào Trích lập quỹ khen thường phúc lợi (Thuyết minh số 20),Chênh lệch tỷ giá do chuyển đổi chi nhánh ở Lào Chuyển đổi chi nhánh ở Lào Trích lập quỹ khen thường phúc lợi (Thuyết minh số 20),Chênh lệch tỷ giá do chuyển đổi chi nhánh ở Lào Chuyển đổi chi nhánh ở Lào Trích lập quỹ khen thường phúc lợi (Thuyết minh số 20),-,-,-,-,-,-,216.472,113.933,-,(330.405),-,,,,,,,216472.0,113933.0,,-330405.0,
Khác,Khác,Khác,-,-,-,-,-,-,(63),-,-,-,(63),,,,,,,-63.0,,,,-63.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,18.852.157,1.121,63.612,(750.911),653,83.479,1.345.068,819.112,118.046,1.130.962,21.663.299,18852157.0,1121.0,63612.0,-750911.0,653.0,83479.0,1345068.0,819112.0,118046.0,1130962.0,21663299.0
