row_label_raw,row_label_full,Tiền gửi bằng VND không kỳ hạn và có kỳ hạn dưới 12 tháng > Tiền gửi bằng VND có kỳ hạn từ 12 tháng trở lên > Tiền gửi bằng ngoại tệ không kỳ hạn và có kỳ hạn dưới 12 tháng > Tiền gửi bằng ngoại tệ có kỳ hạn từ 12 tháng trở lên > Lãi suất năm thực tế của tiền gửi tại NHNN Việt Nam như sau:,"Số cuối năm > 3,00% > 1,00% > 8,00% > 6,00% > Lãi suất năm thực tế của tiền gửi tại NHNN Việt Nam như sau: > Số cuối năm","Số đầu năm > 3,00% > 1,00% > 8,00% > 6,00% > Lãi suất năm thực tế của tiền gửi tại NHNN Việt Nam như sau: > Số đầu năm","numeric__Số cuối năm > 3,00% > 1,00% > 8,00% > 6,00% > Lãi suất năm thực tế của tiền gửi tại NHNN Việt Nam như sau: > Số cuối năm","numeric__Số đầu năm > 3,00% > 1,00% > 8,00% > 6,00% > Lãi suất năm thực tế của tiền gửi tại NHNN Việt Nam như sau: > Số đầu năm"
Trong dự trữ bắt buộc bằng VND,Trong dự trữ bắt buộc bằng VND,Trong dự trữ bắt buộc bằng VND,"1,20%","1,20%",0.012,0.012
Trong dự trữ bắt buộc bằng USD,Trong dự trữ bắt buộc bằng USD,Trong dự trữ bắt buộc bằng USD,"0,00%","0,00%",0.0,0.0
Vượt dự trữ bắt buộc bằng VND,Vượt dự trữ bắt buộc bằng VND,Vượt dự trữ bắt buộc bằng VND,"0,00%","0,00%",0.0,0.0
Vượt dự trữ bắt buộc bằng USD,Vượt dự trữ bắt buộc bằng USD,Vượt dự trữ bắt buộc bằng USD,"0,05%","0,05%",0.0005,0.0005
