row_label_raw,row_label_full,col_0,Năm nayTriệu đồng,Năm trướcTriệu đồng,numeric__Năm nayTriệu đồng,numeric__Năm trướcTriệu đồng
Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,698.113,2.850.553,698113.0,2850553.0
Thuế TNDN theo thuế suất quy định (22%),Thuế TNDN theo thuế suất quy định (22%),Thuế TNDN theo thuế suất quy định (22%),153.585,627.122,153585.0,627122.0
Các khoản điều chỉnh tăng:,Các khoản điều chỉnh tăng:,Các khoản điều chỉnh tăng:,Các khoản điều chỉnh tăng:,Các khoản điều chỉnh tăng:,,
Chi phí dự phòng tài sản có khác,Các khoản điều chỉnh tăng: > Chi phí dự phòng tài sản có khác,Chi phí dự phòng tài sản có khác,56.980,-,56980.0,
Lỗ chênh lệch tỷ giá chưa thực hiện,Các khoản điều chỉnh tăng: > Lỗ chênh lệch tỷ giá chưa thực hiện,Lỗ chênh lệch tỷ giá chưa thực hiện,16.361,5.740,16361.0,5740.0
Chi phí không được khấu trừ thuế khác,Các khoản điều chỉnh tăng: > Chi phí không được khấu trừ thuế khác,Chi phí không được khấu trừ thuế khác,4.740,1.111,4740.0,1111.0
Chênh lệch mức thuế giữa Việt Nam và Lào,Các khoản điều chỉnh tăng: > Chênh lệch mức thuế giữa Việt Nam và Lào,Chênh lệch mức thuế giữa Việt Nam và Lào,-,861,,861.0
Chênh lệch mức thuế giữa Việt Nam và Campuchia,Các khoản điều chỉnh tăng: > Chênh lệch mức thuế giữa Việt Nam và Campuchia,Chênh lệch mức thuế giữa Việt Nam và Campuchia,-,5.691,,5691.0
Các khoản điều chỉnh giảm:,Các khoản điều chỉnh giảm:,Các khoản điều chỉnh giảm:,Các khoản điều chỉnh giảm:,Các khoản điều chỉnh giảm:,,
Thu nhập không chịu thuế khác,Các khoản điều chỉnh giảm: > Thu nhập không chịu thuế khác,Thu nhập không chịu thuế khác,(37.331),(61.976),-37331.0,-61976.0
Lỗ chênh lệch tỷ giá năm trước thực hiện trong năm nay,Các khoản điều chỉnh giảm: > Lỗ chênh lệch tỷ giá năm trước thực hiện trong năm nay,Lỗ chênh lệch tỷ giá năm trước thực hiện trong năm nay,(5.740),-,-5740.0,
Hoàn nhập dự phòng rủi ro tín dụng,Các khoản điều chỉnh giảm: > Hoàn nhập dự phòng rủi ro tín dụng,Hoàn nhập dự phòng rủi ro tín dụng,-,(7.945),,-7945.0
Hoàn nhập dự phòng đầu tư và các tài sản có khác,Các khoản điều chỉnh giảm: > Hoàn nhập dự phòng đầu tư và các tài sản có khác,Hoàn nhập dự phòng đầu tư và các tài sản có khác,-,(43.042),,-43042.0
Chi phí thuế TNDN ước tính trong năm,Các khoản điều chỉnh giảm: > Chi phí thuế TNDN ước tính trong năm,Chi phí thuế TNDN ước tính trong năm,188.595,527.562,188595.0,527562.0
Thuế chuyển nhượng quyền sử dụng đất,Các khoản điều chỉnh giảm: > Thuế chuyển nhượng quyền sử dụng đất,Thuế chuyển nhượng quyền sử dụng đất,149,695,149.0,695.0
,,,188.744,528.257,188744.0,528257.0
Nộp bổ sung thuế TNDN 2013 và 2014,Các khoản điều chỉnh giảm: > Nộp bổ sung thuế TNDN 2013 và 2014,Nộp bổ sung thuế TNDN 2013 và 2014,6.909,-,6909.0,
Chi phí thuế TNDN hiện hành trong năm,Các khoản điều chỉnh giảm: > Chi phí thuế TNDN hiện hành trong năm,Chi phí thuế TNDN hiện hành trong năm,195.653,528.257,195653.0,528257.0
