row_label_raw,row_label_full,col_0,Năm nayTriệu đồng,Năm trướcTriệu đồng,numeric__Năm nayTriệu đồng,numeric__Năm trướcTriệu đồng
Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,506.205,188.728,506205.0,188728.0
Thu từ thu hồi nợ đã xử lý rủi ro và trái phiếu VAMC (i),Thu từ thu hồi nợ đã xử lý rủi ro và trái phiếu VAMC (i),Thu từ thu hồi nợ đã xử lý rủi ro và trái phiếu VAMC (i),424.576,6.046,424576.0,6046.0
Thu phí ủy thác quản lý kho,Thu phí ủy thác quản lý kho,Thu phí ủy thác quản lý kho,35.204,19.604,35204.0,19604.0
Thu thanh lý tài sản cố định,Thu thanh lý tài sản cố định,Thu thanh lý tài sản cố định,-,12.790,,12790.0
Thu chênh lệch tiền thuê nhà Hội sở (ii),Thu chênh lệch tiền thuê nhà Hội sở (ii),Thu chênh lệch tiền thuê nhà Hội sở (ii),-,84.245,,84245.0
Cổ tức của cổ phiếu nhận cán trừ,Cổ tức của cổ phiếu nhận cán trừ,Cổ tức của cổ phiếu nhận cán trừ,-,2.372,,2372.0
Kết chuyển thừa tiền tử ATM,Kết chuyển thừa tiền tử ATM,Kết chuyển thừa tiền tử ATM,-,5.458,,5458.0
Thu nhập khác,Thu nhập khác,Thu nhập khác,46.425,58.213,46425.0,58213.0
Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,(20.638),(21.221),-20638.0,-21221.0
Chi thanh lý tài sản cố định,Chi thanh lý tài sản cố định,Chi thanh lý tài sản cố định,(5.104),(12.042),-5104.0,-12042.0
Chi phí khác,Chi phí khác,Chi phí khác,(15.534),(9.179),-15534.0,-9179.0
,,,485.567,167.507,485567.0,167507.0
