row_label_raw,row_label_full,Tiền gửi tại NHNN Việt Nam,Số cuối nămTriệu đồng,Số đầu nămTriệu đồng,numeric__Số cuối nămTriệu đồng,numeric__Số đầu nămTriệu đồng
- Bằng VND,- Bằng VND,- Bằng VND,5.830.835,3.146.938,5830835.0,3146938.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,963.335,586.586,963335.0,586586.0
Tiền gửi tại Ngân hàng Trung ương Lào,Tiền gửi tại Ngân hàng Trung ương Lào,Tiền gửi tại Ngân hàng Trung ương Lào,-,306.994,,306994.0
,,,6.794.170,4.040.518,6794170.0,4040518.0
