row_label_raw,row_label_full,col_0,Số cuối nămTriệu đồng,Số đầu nămTriệu đồng,numeric__Số cuối nămTriệu đồng,numeric__Số đầu nămTriệu đồng
Rủi ro tín dụng liên quan đến các tài sản nội bảng,Rủi ro tín dụng liên quan đến các tài sản nội bảng,Rủi ro tín dụng liên quan đến các tài sản nội bảng,Rủi ro tín dụng liên quan đến các tài sản nội bảng,Rủi ro tín dụng liên quan đến các tài sản nội bảng,,
Tiền gửi tại và cho vay các tổ chức tín dụng khác,Rủi ro tín dụng liên quan đến các tài sản nội bảng > Tiền gửi tại và cho vay các tổ chức tín dụng khác,Tiền gửi tại và cho vay các tổ chức tín dụng khác,4.623.624,4.958.262,4623624.0,4958262.0
Cho vay khách hàng:,Cho vay khách hàng:,Cho vay khách hàng:,,,,
- Cho vay khách hàng cá nhân,Cho vay khách hàng: > - Cho vay khách hàng cá nhân,- Cho vay khách hàng cá nhân,88.222.044,56.181.992,88222044.0,56181992.0
- Cho vay khách hàng tổ chức,Cho vay khách hàng: > - Cho vay khách hàng tổ chức,- Cho vay khách hàng tổ chức,92.370.826,68.393.865,92370826.0,68393865.0
Các công cụ tài chính phải sinh,Cho vay khách hàng: > Các công cụ tài chính phải sinh,Các công cụ tài chính phải sinh,-,12.151,,12151.0
Chứng khoán đầu tư,Chứng khoán đầu tư,Chứng khoán đầu tư,,,,
- Chứng khoán nợ sẵn sàng để bán,Chứng khoán đầu tư > - Chứng khoán nợ sẵn sàng để bán,- Chứng khoán nợ sẵn sàng để bán,176.177,427.100,176177.0,427100.0
- Chứng khoán nợ giữ đến ngày đáo hạn,Chứng khoán đầu tư > - Chứng khoán nợ giữ đến ngày đáo hạn,- Chứng khoán nợ giữ đến ngày đáo hạn,15.142.479,5.935.128,15142479.0,5935128.0
Tài sản tài chính khác,Chứng khoán đầu tư > Tài sản tài chính khác,Tài sản tài chính khác,31.788.359,6.749.708,31788359.0,6749708.0
Rủi ro tín dụng liên quan đến các tài sản ngoại bảng,Rủi ro tín dụng liên quan đến các tài sản ngoại bảng,Rủi ro tín dụng liên quan đến các tài sản ngoại bảng,Rủi ro tín dụng liên quan đến các tài sản ngoại bảng,Rủi ro tín dụng liên quan đến các tài sản ngoại bảng,,
Các hợp đồng bảo lãnh tài chính,Rủi ro tín dụng liên quan đến các tài sản ngoại bảng > Các hợp đồng bảo lãnh tài chính,Các hợp đồng bảo lãnh tài chính,3.928.076,3.481.253,3928076.0,3481253.0
Các cam kết trong thư tín dụng,Rủi ro tín dụng liên quan đến các tài sản ngoại bảng > Các cam kết trong thư tín dụng,Các cam kết trong thư tín dụng,6.623.319,8.456.342,6623319.0,8456342.0
Các cam kết khác,Rủi ro tín dụng liên quan đến các tài sản ngoại bảng > Các cam kết khác,Các cam kết khác,11.271,11.103,11271.0,11103.0
