row_label_raw,row_label_full,col_0,Năm nayTriệu đồng,Năm trướcTriệu đồng,numeric__Năm nayTriệu đồng,numeric__Năm trướcTriệu đồng
Thu nhập từ hoạt động kinh doanh ngoại hối,Thu nhập từ hoạt động kinh doanh ngoại hối,Thu nhập từ hoạt động kinh doanh ngoại hối,1.469.661,754.240,1469661.0,754240.0
Thu từ các công cụ tài chính phải sinh tiền tệ,Thu từ các công cụ tài chính phải sinh tiền tệ,Thu từ các công cụ tài chính phải sinh tiền tệ,1.171.681,480.707,1171681.0,480707.0
Thu từ kinh doanh ngoại tệ giao ngay,Thu từ kinh doanh ngoại tệ giao ngay,Thu từ kinh doanh ngoại tệ giao ngay,269.125,245.463,269125.0,245463.0
Thu từ kinh doanh vàng,Thu từ kinh doanh vàng,Thu từ kinh doanh vàng,28.855,28.070,28855.0,28070.0
Chi phí hoạt động kinh doanh ngoại hối,Chi phí hoạt động kinh doanh ngoại hối,Chi phí hoạt động kinh doanh ngoại hối,(1.310.601),(556.008),-1310601.0,-556008.0
Chi về các công cụ tài chính phải sinh tiền tệ,Chi về các công cụ tài chính phải sinh tiền tệ,Chi về các công cụ tài chính phải sinh tiền tệ,(1.139.822),(455.903),-1139822.0,-455903.0
Chi về kinh doanh ngoại tệ giao ngay,Chi về kinh doanh ngoại tệ giao ngay,Chi về kinh doanh ngoại tệ giao ngay,(70.032),(57.936),-70032.0,-57936.0
Chi về kinh doanh vàng,Chi về kinh doanh vàng,Chi về kinh doanh vàng,(26.377),(16.080),-26377.0,-16080.0
"Lỗ từ việc đánh giá ngoại tệ, vàng và công cụ tài chính","Lỗ từ việc đánh giá ngoại tệ, vàng và công cụ tài chính","Lỗ từ việc đánh giá ngoại tệ, vàng và công cụ tài chính",(74.370),(26.089),-74370.0,-26089.0
,,,159.060,198.232,159060.0,198232.0
