row_label_raw,row_label_full,Bên liên quan,Các giao dịch,Năm nayTriệu đồng,Năm trướcTriệu đồng,numeric__Các giao dịch,numeric__Năm nayTriệu đồng,numeric__Năm trướcTriệu đồng
Các công ty con,Các công ty con,Các công ty con,Thu nhập lãi cho vay/tiền gửi,33.491,28.295,,33491.0,28295.0
Các công ty con,Các công ty con,Các công ty con,Chi phí trả lãi tiền vay/tiền gửi,(17.779),(31.589),,-17779.0,-31589.0
Các công ty con,Các công ty con,Các công ty con,Thu nhập từ hoạt động dịch vụ,7.423,28.363,,7423.0,28363.0
Các công ty con,Các công ty con,Các công ty con,Chi phí hoạt động dịch vụ,(5.938),(4.384),,-5938.0,-4384.0
Các công ty con,Các công ty con,Các công ty con,Thu nhập từ hoạt động kinh doanh ngoại hối,155,478,,155.0,478.0
Các công ty con,Các công ty con,Các công ty con,Chi phí từ hoạt động kinh doanh ngoại hối,(770),-,,-770.0,
Các công ty con,Các công ty con,Các công ty con,Thu nhập từ cổ tức,65.249,223.829,,65249.0,223829.0
Các công ty con,Các công ty con,Các công ty con,Thu nhập từ hoạt động khác,35.235,-,,35235.0,
Các công ty con,Các công ty con,Các công ty con,Chi phí hoạt động khác,(61.487),-,,-61487.0,
Các thành viên của Ban lãnh đạo Ngân hàng,Các thành viên của Ban lãnh đạo Ngân hàng,Các thành viên của Ban lãnh đạo Ngân hàng,Thu nhập lãi cho vay,146,509,,146.0,509.0
Các thành viên của Ban lãnh đạo Ngân hàng,Các thành viên của Ban lãnh đạo Ngân hàng,Các thành viên của Ban lãnh đạo Ngân hàng,Chi phí trả lãi tiền gửi,(3.981),(4.145),,-3981.0,-4145.0
Các thành viên của Ban lãnh đạo Ngân hàng,Các thành viên của Ban lãnh đạo Ngân hàng,Các thành viên của Ban lãnh đạo Ngân hàng,Thù lao sau thuế của Hội đồngQuản trị và Ban Kiểm soát,(24.600),(33.438),,-24600.0,-33438.0
Các thành viên của Ban lãnh đạo Ngân hàng,Các thành viên của Ban lãnh đạo Ngân hàng,Các thành viên của Ban lãnh đạo Ngân hàng,Thu nhập sau thuế củaBan Tổng Giám đốc,(61.799),(62.667),,-61799.0,-62667.0
Các bên liên quan đến các thành viên của Ban lãnh đạo Ngân hàng,Các bên liên quan đến các thành viên của Ban lãnh đạo Ngân hàng,Các bên liên quan đến các thành viên của Ban lãnh đạo Ngân hàng,Thu nhập lãi tiền gửi/cho vay,12.607,2.613,,12607.0,2613.0
Các bên liên quan đến các thành viên của Ban lãnh đạo Ngân hàng,Các bên liên quan đến các thành viên của Ban lãnh đạo Ngân hàng,Các bên liên quan đến các thành viên của Ban lãnh đạo Ngân hàng,Chi phí trả lãi tiền vay/tiền gửi,(3.840),(4.595),,-3840.0,-4595.0
Cổ đông lớn (sở hữu trên 5% vốn điều lệ),Cổ đông lớn (sở hữu trên 5% vốn điều lệ),Cổ đông lớn (sở hữu trên 5% vốn điều lệ),Thu nhập lãi tiền gửi/cho vay,-,2.803,,,2803.0
Cổ đông lớn (sở hữu trên 5% vốn điều lệ),Cổ đông lớn (sở hữu trên 5% vốn điều lệ),Cổ đông lớn (sở hữu trên 5% vốn điều lệ),Thu nhập từ hoạt động kinh doanh ngoại hối,3.269,12.251,,3269.0,12251.0
Cổ đông lớn (sở hữu trên 5% vốn điều lệ),Cổ đông lớn (sở hữu trên 5% vốn điều lệ),Cổ đông lớn (sở hữu trên 5% vốn điều lệ),Chi phí từ hoạt động kinh doanh ngoại hối,(20.345),-,,-20345.0,
Các bên liên quan đến cổ đông lớn,Các bên liên quan đến cổ đông lớn,Các bên liên quan đến cổ đông lớn,Thu nhập lãi cho vay,2.841,8.511,,2841.0,8511.0
Các bên liên quan đến cổ đông lớn,Các bên liên quan đến cổ đông lớn,Các bên liên quan đến cổ đông lớn,Chi phí trả lãi tiền gửi,(2.081),(2.505),,-2081.0,-2505.0
