row_label_raw,row_label_full,T MINH BÁO CÁO TÀI CHÍNH,MÃU SÓ B09 - DN,numeric__MÃU SÓ B09 - DN
hết minh này là một bộ phận hợp thành và cần được đọc đồng thời với báo cáo tài chính kèm theo,hết minh này là một bộ phận hợp thành và cần được đọc đồng thời với báo cáo tài chính kèm theo,hết minh này là một bộ phận hợp thành và cần được đọc đồng thời với báo cáo tài chính kèm theo,,
(1) Khoản ký quỹ cho các dự án theo Phụ lục số 01/2021 ngày 01/01/2021 của Hợp đồng dịch vụ số 01/2017/KHL-KML ngày 01/06/2017 ký giữa Công ty Cổ phần Tập đoàn Khải Hoàn Land và Công ty Cổ phần Bắt động sản Khải Minh Land với thời hạn ký quỹ là 1 năm.,(1) Khoản ký quỹ cho các dự án theo Phụ lục số 01/2021 ngày 01/01/2021 của Hợp đồng dịch vụ số 01/2017/KHL-KML ngày 01/06/2017 ký giữa Công ty Cổ phần Tập đoàn Khải Hoàn Land và Công ty Cổ phần Bắt động sản Khải Minh Land với thời hạn ký quỹ là 1 năm.,(1) Khoản ký quỹ cho các dự án theo Phụ lục số 01/2021 ngày 01/01/2021 của Hợp đồng dịch vụ số 01/2017/KHL-KML ngày 01/06/2017 ký giữa Công ty Cổ phần Tập đoàn Khải Hoàn Land và Công ty Cổ phần Bắt động sản Khải Minh Land với thời hạn ký quỹ là 1 năm.,(1) Khoản ký quỹ cho các dự án theo Phụ lục số 01/2021 ngày 01/01/2021 của Hợp đồng dịch vụ số 01/2017/KHL-KML ngày 01/06/2017 ký giữa Công ty Cổ phần Tập đoàn Khải Hoàn Land và Công ty Cổ phần Bắt động sản Khải Minh Land với thời hạn ký quỹ là 1 năm.,
