row_label_raw,row_label_full,col_0,31/12/2021 > Giá trị,31/12/2021 > Tỷ lệ,01/01/2021 > Giá trị,01/01/2021 > Tỷ lệ,numeric__31/12/2021 > Giá trị,numeric__31/12/2021 > Tỷ lệ,numeric__01/01/2021 > Giá trị,numeric__01/01/2021 > Tỷ lệ
,,,VND,%,VND,%,,,,
Ông Nguyễn Khải Hoàn,Ông Nguyễn Khải Hoàn,Ông Nguyễn Khải Hoàn,976.000.000.000,"30,61%",576.000.000.000,"36,00%",976000000000.0,0.3061,576000000000.0,0.36
Bà Trần Thị Thu Hương,Bà Trần Thị Thu Hương,Bà Trần Thị Thu Hương,436.000.000.000,"13,68%",256.000.000.000,"16,00%",436000000000.0,0.1368,256000000000.0,0.16
Ông Phan Tuán Nghĩa,Ông Phan Tuán Nghĩa,Ông Phan Tuán Nghĩa,272.557.580.000,"8,55%",396.040.000.000,"24,75%",272557580000.0,0.0855,396040000000.0,0.2475
Cổ đông khác,Cổ đông khác,Cổ đông khác,1.503.617.890.000,"47,16%",371.960.000.000,"23,25%",1503617890000.0,0.47159999999999996,371960000000.0,0.2325
Cộng,Cộng,Cộng,3.188.175.470.000,100%,1.600.000.000.000,100%,3188175470000.0,1.0,1600000000000.0,1.0
