row_label_raw,row_label_full,CHỈ TIÊU,CHỈ TIÊU_1,Mã số,Thuyết minh,31/12/2021,01/01/2021,numeric__CHỈ TIÊU_1,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2021,numeric__01/01/2021
C - NỘ PHẢI TRÀ,C - NỘ PHẢI TRÀ,C - NỘ PHẢI TRÀ,C - NỘ PHẢI TRÀ,300,,1.720.862.013.729,612.400.110.448,,300.0,,1720862013729.0,612400110448.0
I.,I.,I.,Nợ ngắn hạn,310,,1.178.675.624.836,390.630.745.367,,310.0,,1178675624836.0,390630745367.0
1.,1.,1.,Phải trả người bán ngắn hạn,311,15,426.929.559.364,146.094.362,,311.0,15.0,426929559364.0,146094362.0
2.,2.,2.,Người mua trả tiền trước ngắn hạn,312,,64.909.091,74.988.091,,312.0,,64909091.0,74988091.0
3.,3.,3.,Thuế và các khoản phải nộp Nhà nước,313,14,104.865.997.643,41.940.819.301,,313.0,14.0,104865997643.0,41940819301.0
4.,4.,4.,Phải trả người lao động,314,,12.842.473.294,20.904.811.364,,314.0,,12842473294.0,20904811364.0
5.,5.,5.,Chỉ phí phải trả ngắn hạn,315,16,345.710.353.891,73.454.104.506,,315.0,16.0,345710353891.0,73454104506.0
6.,6.,6.,Phải trả ngắn hạn khác,319,17,172.062.331.553,103.349.927.743,,319.0,17.0,172062331553.0,103349927743.0
7.,7.,7.,Vay và nợ thuê tài chính ngắn hạn,320,18,116.200.000.000,150.760.000.000,,320.0,18.0,116200000000.0,150760000000.0
II.,II.,II.,Nợ dài hạn,330,,542.186.388.893,221.769.365.081,,330.0,,542186388893.0,221769365081.0
1.,1.,1.,Phải trả dài hạn khác,337,17,2.520.000.000,11.650.000.000,,337.0,17.0,2520000000.0,11650000000.0
2.,2.,2.,Vay và nợ thuê tài chính dài hạn,338,18,539.666.388.893,210.119.365.081,,338.0,18.0,539666388893.0,210119365081.0
D - VỐN CHỦ SỞ HỮU,D - VỐN CHỦ SỞ HỮU,D - VỐN CHỦ SỞ HỮU,D - VỐN CHỦ SỞ HỮU,400,,4.697.415.107.018,1.758.120.223.631,,400.0,,4697415107018.0,1758120223631.0
I.,I.,I.,Vốn chủ sở hữu,410,19,4.697.415.107.018,1.758.120.223.631,,410.0,19.0,4697415107018.0,1758120223631.0
1.,1.,1.,Vốn góp của chủ sở hữu- Cổ phiếu phổ thông có quyền,411,,3.188.175.470.000,1.600.000.000.000,,411.0,,3188175470000.0,1600000000000.0
1.,1.,1.,Vốn góp của chủ sở hữu- Cổ phiếu phổ thông có quyền,411a,,3.188.175.470.000,1.600.000.000.000,,,,3188175470000.0,1600000000000.0
2.,2.,2.,Thặng dư vốn cổ phần,412,,937.623.735.000,-,,412.0,,937623735000.0,
3.,3.,3.,Lợi nhuận sau thuế chưa phân phối- LNST chưa phân phối lũy kế đến cuối năm trước,421,,571.615.902.018,158.120.223.631,,421.0,,571615902018.0,158120223631.0
3.,3.,3.,Lợi nhuận sau thuế chưa phân phối- LNST chưa phân phối lũy kế đến cuối năm trước,421a,,158.120.223.631,61.407.447.825,,,,158120223631.0,61407447825.0
3.,3.,3.,Lợi nhuận sau thuế chưa phân phối- LNST chưa phân phối lũy kế đến cuối năm trước,421b,,413.495.678.387,96.712.775.806,,,,413495678387.0,96712775806.0
,,,TỔNG CỘNG NGUỒN VỐN,440,,6.418.277.120.747,2.370.520.334.079,,440.0,,6418277120747.0,2370520334079.0
