row_label_raw,row_label_full,col_0,2023Triệu đồng,2022Triệu đồng,numeric__2023Triệu đồng,numeric__2022Triệu đồng
Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,,
Thu nhập từ nợ đã xử lý rủi ro,Thu nhập từ hoạt động khác > Thu nhập từ nợ đã xử lý rủi ro,Thu nhập từ nợ đã xử lý rủi ro,854.461,469.632,854461.0,469632.0
Thu nhập từ công cụ tài chính phải sinh khác,Thu nhập từ hoạt động khác > Thu nhập từ công cụ tài chính phải sinh khác,Thu nhập từ công cụ tài chính phải sinh khác,35.529,-,35529.0,
Thu nhập khác,Thu nhập từ hoạt động khác > Thu nhập khác,Thu nhập khác,37.924,59.040,37924.0,59040.0
,,,927.914,528.672,927914.0,528672.0
Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,,
Chi phí công cụ tài chính phải sinh khác,Chi phí hoạt động khác > Chi phí công cụ tài chính phải sinh khác,Chi phí công cụ tài chính phải sinh khác,(50.633),-,-50633.0,
Chi phí thủ lao ủy quyền xử lý nợ,Chi phí hoạt động khác > Chi phí thủ lao ủy quyền xử lý nợ,Chi phí thủ lao ủy quyền xử lý nợ,(49.015),(23.348),-49015.0,-23348.0
Chi phí khác,Chi phí hoạt động khác > Chi phí khác,Chi phí khác,(39.816),(49.750),-39816.0,-49750.0
,,,(139.464),(73.098),-139464.0,-73098.0
Lãi thuần từ hoạt động khác,Chi phí hoạt động khác > Lãi thuần từ hoạt động khác,Lãi thuần từ hoạt động khác,788.450,455.574,788450.0,455574.0
