row_label_raw,row_label_full,col_0,31.12.2023Triệu đồng,31.12.2022Triệu đồng,numeric__31.12.2023Triệu đồng,numeric__31.12.2022Triệu đồng
Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,,,,
- Bằng VND,Tiền gửi không kỳ hạn > - Bằng VND,- Bằng VND,19.150.967,15.441.040,19150967.0,15441040.0
- Bằng ngoại tệ,Tiền gửi không kỳ hạn > - Bằng ngoại tệ,- Bằng ngoại tệ,4.398.601,4.533.579,4398601.0,4533579.0
Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,,,,
- Bằng VND,Tiền gửi có kỳ hạn > - Bằng VND,- Bằng VND,51.688.744,41.806.959,51688744.0,41806959.0
- Bằng ngoại tệ,Tiền gửi có kỳ hạn > - Bằng ngoại tệ,- Bằng ngoại tệ,257.111,340.931,257111.0,340931.0
Tiền gửi tiết kiệm,Tiền gửi tiết kiệm,Tiền gửi tiết kiệm,,,,
- Bằng VND,Tiền gửi tiết kiệm > - Bằng VND,- Bằng VND,76.722.739,82.898.873,76722739.0,82898873.0
- Bằng ngoại tệ,Tiền gửi tiết kiệm > - Bằng ngoại tệ,- Bằng ngoại tệ,3.319.497,2.824.111,3319497.0,2824111.0
Tiền gửi ký quý,Tiền gửi ký quý,Tiền gửi ký quý,,,,
- Bằng VND,Tiền gửi ký quý > - Bằng VND,- Bằng VND,485.459,469.749,485459.0,469749.0
- Bằng ngoại tệ,Tiền gửi ký quý > - Bằng ngoại tệ,- Bằng ngoại tệ,4.274,18.240,4274.0,18240.0
Tiền gửi vốn chuyên dùng,Tiền gửi vốn chuyên dùng,Tiền gửi vốn chuyên dùng,,,,
- Bằng VND,Tiền gửi vốn chuyên dùng > - Bằng VND,- Bằng VND,611.599,454.544,611599.0,454544.0
- Bằng ngoại tệ,Tiền gửi vốn chuyên dùng > - Bằng ngoại tệ,- Bằng ngoại tệ,15.061,25.990,15061.0,25990.0
,,,156.654.052,148.814.016,156654052.0,148814016.0
