row_label_raw,row_label_full,col_0,31.12.2023%,31.12.2022%,numeric__31.12.2023%,numeric__31.12.2022%
Tiền gửi không kỳ hạn bằng VND,Tiền gửi không kỳ hạn bằng VND,Tiền gửi không kỳ hạn bằng VND,"0,00 - 0,10","0,00 - 0,50",,
Tiền gửi không kỳ hạn bằng ngoại tệ,Tiền gửi không kỳ hạn bằng ngoại tệ,Tiền gửi không kỳ hạn bằng ngoại tệ,"0,00 - 5,05","0,00 - 4,20",,
Tiền gửi có kỳ hạn bằng VND,Tiền gửi có kỳ hạn bằng VND,Tiền gửi có kỳ hạn bằng VND,"0,70 - 3,50","4,00 - 11,00",,
Tiền gửi có kỳ hạn bằng ngoại tệ,Tiền gửi có kỳ hạn bằng ngoại tệ,Tiền gửi có kỳ hạn bằng ngoại tệ,"5,05 - 5,40","4,20 - 4,50",,
