row_label_raw,row_label_full,col_0,31.12.2023Triệu đồng,31.12.2022Triệu đồng,numeric__31.12.2023Triệu đồng,numeric__31.12.2022Triệu đồng
"Quỹ khen thưởng, phúc lợi (i)","Quỹ khen thưởng, phúc lợi (i)","Quỹ khen thưởng, phúc lợi (i)",322.271,180.536,322271.0,180536.0
Các khoản phải trả nhân viên,Các khoản phải trả nhân viên,Các khoản phải trả nhân viên,110.779,400.092,110779.0,400092.0
Các khoản phải trả cho bên ngoài,Các khoản phải trả cho bên ngoài,Các khoản phải trả cho bên ngoài,,,,
- Các khoản chờ thanh toán,Các khoản phải trả cho bên ngoài > - Các khoản chờ thanh toán,- Các khoản chờ thanh toán,269.704,195.198,269704.0,195198.0
- Phải trả liên quan đến dịch vụ thanh toán thể,Các khoản phải trả cho bên ngoài > - Phải trả liên quan đến dịch vụ thanh toán thể,- Phải trả liên quan đến dịch vụ thanh toán thể,265.581,304.117,265581.0,304117.0
- Thuế và các khoản phải nộp Nhà nước (Thuyết minh 31),Các khoản phải trả cho bên ngoài > - Thuế và các khoản phải nộp Nhà nước (Thuyết minh 31),- Thuế và các khoản phải nộp Nhà nước (Thuyết minh 31),228.688,174.898,228688.0,174898.0
- Phải trả liên quan đến nghiệp vụ L/C,Các khoản phải trả cho bên ngoài > - Phải trả liên quan đến nghiệp vụ L/C,- Phải trả liên quan đến nghiệp vụ L/C,186.742,179.410,186742.0,179410.0
- Phải trả liên quan đến hỗ trợ lãi suất,Các khoản phải trả cho bên ngoài > - Phải trả liên quan đến hỗ trợ lãi suất,- Phải trả liên quan đến hỗ trợ lãi suất,29.826,29.826,29826.0,29826.0
- Phải trả Công ty con (ii) (Thuyết minh 35.2),Các khoản phải trả cho bên ngoài > - Phải trả Công ty con (ii) (Thuyết minh 35.2),- Phải trả Công ty con (ii) (Thuyết minh 35.2),-,98.047,,98047.0
Phải trả khác,Các khoản phải trả cho bên ngoài > Phải trả khác,Phải trả khác,45.843,80.408,45843.0,80408.0
,,,1.459.434,1.642.532,1459434.0,1642532.0
