row_label_raw,row_label_full,col_0,2023Triệu đồng,2022Triệu đồng,numeric__2023Triệu đồng,numeric__2022Triệu đồng
Chi nộp thuế và các khoản lệ phí,Chi nộp thuế và các khoản lệ phí,Chi nộp thuế và các khoản lệ phí,6.011,6.171,6011.0,6171.0
Chi phí nhân viên:,Chi phí nhân viên:,Chi phí nhân viên:,,,,
- Lương và phụ cấp,Chi phí nhân viên: > - Lương và phụ cấp,- Lương và phụ cấp,1.400.929,1.855.837,1400929.0,1855837.0
- Các khoản chi đóng góp theo lương,Chi phí nhân viên: > - Các khoản chi đóng góp theo lương,- Các khoản chi đóng góp theo lương,153.926,141.293,153926.0,141293.0
- Chi phí khác cho nhân viên,Chi phí nhân viên: > - Chi phí khác cho nhân viên,- Chi phí khác cho nhân viên,147.271,153.152,147271.0,153152.0
Chi về tài sản:,Chi về tài sản:,Chi về tài sản:,,,,
- Chi phí thuê văn phòng,Chi về tài sản: > - Chi phí thuê văn phòng,- Chi phí thuê văn phòng,295.318,286.693,295318.0,286693.0
- Chi phí khấu hao TSCĐ,Chi về tài sản: > - Chi phí khấu hao TSCĐ,- Chi phí khấu hao TSCĐ,193.825,139.781,193825.0,139781.0
- Chi phí sửa chữa và nâng cấp tài sản,Chi về tài sản: > - Chi phí sửa chữa và nâng cấp tài sản,- Chi phí sửa chữa và nâng cấp tài sản,118.207,93.146,118207.0,93146.0
- Chi khác về tài sản,Chi về tài sản: > - Chi khác về tài sản,- Chi khác về tài sản,49.063,20.045,49063.0,20045.0
"Chi phí tiếp tân, khách tiết","Chi về tài sản: > Chi phí tiếp tân, khách tiết","Chi phí tiếp tân, khách tiết",197.136,147.529,197136.0,147529.0
Chi phí bảo hiểm tiền gửi,Chi về tài sản: > Chi phí bảo hiểm tiền gửi,Chi phí bảo hiểm tiền gửi,146.885,132.658,146885.0,132658.0
"Chi phí quảng cáo, tiếp thị, khuyến mại","Chi về tài sản: > Chi phí quảng cáo, tiếp thị, khuyến mại","Chi phí quảng cáo, tiếp thị, khuyến mại",81.008,47.270,81008.0,47270.0
Chi phí dịch vụ bảo vệ,Chi về tài sản: > Chi phí dịch vụ bảo vệ,Chi phí dịch vụ bảo vệ,65.315,55.264,65315.0,55264.0
Chi phí điện nước,Chi về tài sản: > Chi phí điện nước,Chi phí điện nước,59.908,55.230,59908.0,55230.0
Khác,Chi về tài sản: > Khác,Khác,178.324,300.355,178324.0,300355.0
,,,3.093.126,3.434.424,3093126.0,3434424.0
