row_label_raw,row_label_full,Thay đổi dự phòng giảm giá trị các khoản đầu tư,Đơn vị tính: triệu VND > Năm nay > 6.063.655,Đơn vị tính: triệu VND > Năm trước > 14.822.221,numeric__Đơn vị tính: triệu VND > Năm nay > 6.063.655,numeric__Đơn vị tính: triệu VND > Năm trước > 14.822.221
Chi phí lãi vay,Chi phí lãi vay,Chi phí lãi vay,3.989.774,2.670.017,3989774.0,2670017.0
Lỗ chênh lệch tỷ giá,Lỗ chênh lệch tỷ giá,Lỗ chênh lệch tỷ giá,1.518.575,-,1518575.0,
Lỗ từ hoạt động chuyển nhượng vốn,Lỗ từ hoạt động chuyển nhượng vốn,Lỗ từ hoạt động chuyển nhượng vốn,462.212,228.795,462212.0,228795.0
Chi phí phát hành,Chi phí phát hành,Chi phí phát hành,397.285,242.054,397285.0,242054.0
Chi phí tài chính khác,Chi phí tài chính khác,Chi phí tài chính khác,868.041,143.546,868041.0,143546.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,13.299.542,18.106.633,13299542.0,18106633.0
