row_label_raw,row_label_full,col_0,col_1,Don vị tính: triệu VND,Don vị tính: triệu VND_1,numeric__col_1,numeric__Don vị tính: triệu VND,numeric__Don vị tính: triệu VND_1
Bên liên quan,Bên liên quan,Bên liên quan,Nội dung nghiệp vụ,Năm nay,Năm trước,,,
Công ty Vinhomes,Bên liên quan > Công ty Vinhomes,Công ty Vinhomes,Nhận đặt cọc và góp vốn cho mục đích hợp tác đầu tư,42.170.447,1.001.991,,42170447.0,1001991.0
Công ty Vinhomes,Bên liên quan > Công ty Vinhomes,Công ty Vinhomes,Cổ tức,5.804.965,3.349.018,,5804965.0,3349018.0
Công ty Vinhomes,Bên liên quan > Công ty Vinhomes,Công ty Vinhomes,Lợi nhuận phân chia cho mục đích hợp tác đầu tư,1.589.690,1.389.781,,1589690.0,1389781.0
Công ty Vinhomes,Bên liên quan > Công ty Vinhomes,Công ty Vinhomes,Nhận tạm ứng phí cho dịch vụ quản lý,540.566,-,,540566.0,
Công ty Vinhomes,Bên liên quan > Công ty Vinhomes,Công ty Vinhomes,Doanh thu cung cấp dịch vụ quản lý,798.362,633.338,,798362.0,633338.0
Công ty Vinhomes,Bên liên quan > Công ty Vinhomes,Công ty Vinhomes,Chi hộ chi phí truyền thông,105.442,-,,105442.0,
Công ty Vinhomes,Bên liên quan > Công ty Vinhomes,Công ty Vinhomes,"Phải thu từ chi hộ mua hàng hóa, dịch vụ",445.853,-,,445853.0,
Công ty Vinhomes,Bên liên quan > Công ty Vinhomes,Công ty Vinhomes,Phải thu chuyển nhượng khoản đầu tư,49.500,561.000,,49500.0,561000.0
Công ty Vinhomes,Bên liên quan > Công ty Vinhomes,Công ty Vinhomes,"Phải trả dịch vụ tư vấn quản lý dự án, tổng thầu",179.996,1.101,,179996.0,1101.0
Công ty Vinhomes,Bên liên quan > Công ty Vinhomes,Công ty Vinhomes,"Mua hàng hóa, dịch vụ",39.600,-,,39600.0,
Công ty Vinhomes,Bên liên quan > Công ty Vinhomes,Công ty Vinhomes,Cho vay,-,11.608.000,,,11608000.0
Công ty Vinhomes,Bên liên quan > Công ty Vinhomes,Công ty Vinhomes,Đi vay,-,4.540.000,,,4540000.0
Công ty Vinhomes,Bên liên quan > Công ty Vinhomes,Công ty Vinhomes,Cấn trừ các khoản đi vay với phải thu một công ty con khác,-,318.000,,,318000.0
Công ty Vinhomes,Bên liên quan > Công ty Vinhomes,Công ty Vinhomes,Cấn trừ công nợ với các công ty con khác,-,302.000,,,302000.0
Công ty Vinhomes,Bên liên quan > Công ty Vinhomes,Công ty Vinhomes,"Phí dịch vụ tư vấn, quản lý",-,265.855,,,265855.0
