row_label_raw,row_label_full,col_0,Số cuối năm > Số lượng cổ phiếu,Số cuối năm > Tỷ lệ biểu quyết,Số cuối năm > Tỷ lệ sở hữu,Số cuối năm > Giá trị ghi số (triệu VND),Số cuối năm > Giá trị hợp lý (triệu VND),Số đầu năm > Số lượng cổ phiếu,Số đầu năm > Tỷ lệ biểu quyết,Số đầu năm > Tỷ lệ sở hữu,Số đầu năm > Giá trị ghi số (triệu VND),Số đầu năm > Giá trị hợp lý (triệu VND),numeric__Số cuối năm > Số lượng cổ phiếu,numeric__Số cuối năm > Tỷ lệ biểu quyết,numeric__Số cuối năm > Tỷ lệ sở hữu,numeric__Số cuối năm > Giá trị ghi số (triệu VND),numeric__Số cuối năm > Giá trị hợp lý (triệu VND),numeric__Số đầu năm > Số lượng cổ phiếu,numeric__Số đầu năm > Tỷ lệ biểu quyết,numeric__Số đầu năm > Tỷ lệ sở hữu,numeric__Số đầu năm > Giá trị ghi số (triệu VND),numeric__Số đầu năm > Giá trị hợp lý (triệu VND)
Công ty TNHH Đầu tư Phát triển Đỏ thị Ngọc Viễn Đông,Công ty TNHH Đầu tư Phát triển Đỏ thị Ngọc Viễn Đông,Công ty TNHH Đầu tư Phát triển Đỏ thị Ngọc Viễn Đông,(*),"9,62%","9,62%",519.233,(**),(*),"9,62%","9,62%",519.233,(**),,0.0962,0.0962,519233.0,,,0.0962,0.0962,519233.0,
Tập đoàn Đệt may Việt Nam (***),Tập đoàn Đệt may Việt Nam (***),Tập đoàn Đệt may Việt Nam (***),-,-,-,-,-,25.000.000,"5,00%","5,00%",276.197,662.000,,,,,,25000000.0,0.05,0.05,276197.0,662000.0
Công ty Cổ phần Thời trang M.Y.M,Công ty Cổ phần Thời trang M.Y.M,Công ty Cổ phần Thời trang M.Y.M,6.080.000,"19,00%","19,00%",60.800,(**),6.080.000,"19,00%","19,00%",60.800,(**),6080000.0,0.19,0.19,60800.0,,6080000.0,0.19,0.19,60800.0,
Công ty Cổ phần Tập đoàn Truyền thông Thanh niên,Công ty Cổ phần Tập đoàn Truyền thông Thanh niên,Công ty Cổ phần Tập đoàn Truyền thông Thanh niên,400.000,"3,87%","3,87%",12.400,(**),400.000,"3,87%","3,87%",12.400,(**),400000.0,0.0387,0.0387,12400.0,,400000.0,0.0387,0.0387,12400.0,
Công ty Cổ phần One Mount Consumer,Công ty Cổ phần One Mount Consumer,Công ty Cổ phần One Mount Consumer,107.500,"0,05%","0,05%",1.075,(**),-,-,-,-,-,107500.0,0.0005,0.0005,1075.0,,,,,,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,,,,593.508,,,,,868.630,,,,,593508.0,,,,,868630.0,
Dự phòng đầu tư góp vốn vào đơn vị khác,Dự phòng đầu tư góp vốn vào đơn vị khác,Dự phòng đầu tư góp vốn vào đơn vị khác,,,,(60.800),,,,,(60.800),,,,,-60800.0,,,,,-60800.0,
