row_label_raw,row_label_full,col_0,Số cuối năm > Số lượng cổ phiếu,Số cuối năm > Tỷ lệ biểu quyết,Số cuối năm > Tỷ lệ sở hữu,Số cuối năm > Giá trị ghi số (triệu VND),Số cuối năm > Giá trị hợp lý (triệu VND),Số đầu năm > Số lượng cổ phiếu,Số đầu năm > Tỷ lệ biểu quyết,Số đầu năm > Tỷ lệ sở hữu,Số đầu năm > Giá trị ghi số (triệu VND),Số đầu năm > Giá trị hợp lý (triệu VND),numeric__Số cuối năm > Số lượng cổ phiếu,numeric__Số cuối năm > Tỷ lệ biểu quyết,numeric__Số cuối năm > Tỷ lệ sở hữu,numeric__Số cuối năm > Giá trị ghi số (triệu VND),numeric__Số cuối năm > Giá trị hợp lý (triệu VND),numeric__Số đầu năm > Số lượng cổ phiếu,numeric__Số đầu năm > Tỷ lệ biểu quyết,numeric__Số đầu năm > Tỷ lệ sở hữu,numeric__Số đầu năm > Giá trị ghi số (triệu VND),numeric__Số đầu năm > Giá trị hợp lý (triệu VND)
Công ty Cổ phần GeneStory,Công ty Cổ phần GeneStory,Công ty Cổ phần GeneStory,5.115.000,"45,32%","45,32%",51.150,(i),-,-,-,-,-,5115000.0,0.4532,0.4532,51150.0,,,,,,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,,,,51.150,,,,,-,,,,,51150.0,,,,,,
Dự phòng đầu tư vào công ty liên kết,Dự phòng đầu tư vào công ty liên kết,Dự phòng đầu tư vào công ty liên kết,,,,(40.920),,,,,-,,,,,-40920.0,,,,,,
