row_label_raw,row_label_full,TT,Tên công ty,Tên viết tắt,Tỷ lệ biểu quyết (%) (*),Tỷ lệ lợi ích (%),Trụ sở chính,Hoạt động chính,numeric__Tên công ty,numeric__Tên viết tắt,numeric__Tỷ lệ biểu quyết (%) (*),numeric__Tỷ lệ lợi ích (%),numeric__Trụ sở chính,numeric__Hoạt động chính
30,30,30,Công ty Cổ phần Đầu tư Xây dựng Đại An,Công ty Đại An,"100,00","69,34","Quốc lộ 5A, Thôn Đình Dù, Xã Đình Dù, Huyện Văn Lâm, Tĩnh Hưng Yên, Việt Nam","Đầu tư, xây dựng và kinh doanh bất động sản",,,100.0,69.34,,
31,31,31,Công ty Cổ phần Kinh doanh Thương mại SADO,Công ty SADO,"100,00","100,00","Tòa nhà văn phòng Symphony, Đường Chu Huy Mân, Khu đô thị sinh thái Vinhomes Riverside, Phường Phúc Lợi, Quận Long Biên, Thành phố Hà Nội, Việt Nam","Hoạt động tư vấn, đầu tư",,,100.0,100.0,,
32,32,32,Công ty Cổ Phần Thương mại và Đầu tư Sơn Thái,Công ty Sơn Thái,"99,99","69,18","Số 65, Đường Hải Phòng, Phường Thạch Thạng, Quận Hải Châu, Thành phố Đà Nẵng, Việt Nam","Đầu tư, xây dựng và kinh doanh bất động sản",,,99.99,69.18,,
33,33,33,Công ty Cổ phần Phát triển Kinh doanh Bắt động sản SV Tây Hà Nội,Công ty SV Tây Hà Nội,"100,00","69,26","Tầng 2, khu Almaz Market, Đường Hoa Lan, Khu đô thị sinh thái Vinhomes Riverside, Phường Phúc Lợi, Quận Long Biên, Thành phố Hà Nội, Việt Nam","Đầu tư, xây dựng và kinh doanh bất động sản",,,100.0,69.26,,
34,34,34,Công ty Cổ phần Phát triển và Đầu tư Xây dựng VinCons (tên trước đầy là Công ty Cổ phần Kinh doanh Dịch vụ Smart Solution),Công ty VinCons,"100,00","69,34","Tầng 10, Tòa nhà TechnoPark Tower, Khu đô thị Gia Lâm, Xã Đa Tốn, Huyện Gia Lâm, Thành phố Hà Nội, Việt Nam","Tư vấn, môi giới, đấu giá bất động sản, đấu giá quyền sử dụng đất",,,100.0,69.34,,
35,35,35,Công ty Cổ phần Vinpearl,Công ty Vinpearl,"100,00","100,00","Đảo Hòn Tre, Phường Vĩnh Nguyên, Thành phố Nha Trang, Tĩnh Khánh Hòa, Việt Nam","Đầu tư, xây dựng và kinh doanh dịch vụ nhà hàng, khách sạn",,,100.0,100.0,,
36,36,36,Công ty Cổ phần Cằng Nha Trang,Công ty Cằng Nha Trang,"99,02","99,02","Số 05, Đường Trần Phú, Phường Vĩnh Nguyên, Thành phố Nha Trang, Tĩnh Khánh Hòa, Việt Nam","Bốc xếp hàng hóa, cho thuê kho bãi",,,99.02,99.02,,
37,37,37,Công ty TNHH Việt Nam Grand Prix,Công ty Grand Prix,"100,00","100,00",Khu đô thị Vinhomes Riverside (1),"Tổ chức, xúc tiến các sự kiện, triển lâm, hội nghị, hội thảo",,,100.0,100.0,,
38,38,38,Công ty TNHH Đầu Tư và Phát triển Du lịch Phúc An,Công ty Phúc An,"100,00","100,00",Khu đô thị Vinhomes Riverside (1),Dịch vụ lưu trú ngắn ngày,,,100.0,100.0,,
39,39,39,Công ty TNHH Vinpearl Australia,Công ty Vinpearl Australia,"100,00","100,00","234 Balaclava Road, Caulfield North 3161, Melbourne, Victoria, Australia","Dịch vụ lưu trú, đại lý du lịch",,,100.0,100.0,,
40,40,40,Công ty TNHH Cape Wickham Golf Links,Công ty Cape Wickham Golf,"100,00","100,00","1 Cape Wickham Road, Wickham, TAS 7256, Australia",Quản lý sân Golf,,,100.0,100.0,,
