row_label_raw,row_label_full,Bên liên quan,Nội dung nghiệp vụ,Đơn vị tính: triệu VND > Năm nay,Đơn vị tính: triệu VND > Năm trước,numeric__Nội dung nghiệp vụ,numeric__Đơn vị tính: triệu VND > Năm nay,numeric__Đơn vị tính: triệu VND > Năm trước
Công ty Cổ phần Công nghệ Sinh học,Công ty Cổ phần Công nghệ Sinh học,Công ty Cổ phần Công nghệ Sinh học,Cho vay,425.420,-,,425420.0,
Công ty Cổ phần Công nghệ Sinh học,Công ty Cổ phần Công nghệ Sinh học,Công ty Cổ phần Công nghệ Sinh học,Lãi cho vay,68.935,5.121,,68935.0,5121.0
Vinbiocare (công ty con đến ngày 25 tháng 10 năm 2022),Vinbiocare (công ty con đến ngày 25 tháng 10 năm 2022),Vinbiocare (công ty con đến ngày 25 tháng 10 năm 2022),Góp vốn bằng tiền,-,404.040,,,404040.0
Vinbiocare (công ty con đến ngày 25 tháng 10 năm 2022),Vinbiocare (công ty con đến ngày 25 tháng 10 năm 2022),Vinbiocare (công ty con đến ngày 25 tháng 10 năm 2022),Đi vay,-,289.918,,,289918.0
Vinbiocare (công ty con đến ngày 25 tháng 10 năm 2022),Vinbiocare (công ty con đến ngày 25 tháng 10 năm 2022),Vinbiocare (công ty con đến ngày 25 tháng 10 năm 2022),Cán trừ các khoản đi vay với phải thu,-,280.918,,,280918.0
Vinbiocare (công ty con đến ngày 25 tháng 10 năm 2022),Vinbiocare (công ty con đến ngày 25 tháng 10 năm 2022),Vinbiocare (công ty con đến ngày 25 tháng 10 năm 2022),Phải thu chi hộ,-,229.552,,,229552.0
Công ty Vin3S,Công ty Vin3S,Công ty Vin3S,Cho vay,38.819,141.000,,38819.0,141000.0
Công ty Đô Thị Đại Học Berjaya,Công ty Đô Thị Đại Học Berjaya,Công ty Đô Thị Đại Học Berjaya,Hoàn cọc đã nhận cho mục đích hợp tác đầu tư,4.420.000,-,,4420000.0,
Công ty Đô Thị Đại Học Berjaya,Công ty Đô Thị Đại Học Berjaya,Công ty Đô Thị Đại Học Berjaya,Nhận đặt cọc cho mục đích hợp tác đầu tư,-,4.420.000,,,4420000.0
Công ty Đô Thị Đại Học Berjaya,Công ty Đô Thị Đại Học Berjaya,Công ty Đô Thị Đại Học Berjaya,Nhận đặt cọc mua cổ phiếu một công ty con khác,-,2.863.125,,,2863125.0
Công ty Đô Thị Đại Học Berjaya,Công ty Đô Thị Đại Học Berjaya,Công ty Đô Thị Đại Học Berjaya,Đi vay,-,1.189.800,,,1189800.0
Công ty Xavinco,Công ty Xavinco,Công ty Xavinco,Cổ tức,286.313,-,,286313.0,
Công ty Xalivico,Công ty Xalivico,Công ty Xalivico,Đi vay,638.000,-,,638000.0,
Công ty Bảo vệ Vincom,Công ty Bảo vệ Vincom,Công ty Bảo vệ Vincom,Đi vay,113.500,85.000,,113500.0,85000.0
Công ty Bảo vệ Vincom,Công ty Bảo vệ Vincom,Công ty Bảo vệ Vincom,Nhận chuyển nhượng khoản đầu tư,95.374,-,,95374.0,
Công ty VS,Công ty VS,Công ty VS,Đi vay,4.654.335,-,,4654335.0,
Công ty VS,Công ty VS,Công ty VS,Lãi đi vay,181.968,-,,181968.0,
Công ty Cổ phần Genestory (công ty con đến ngày 15 tháng 12 năm 2022),Công ty Cổ phần Genestory (công ty con đến ngày 15 tháng 12 năm 2022),Công ty Cổ phần Genestory (công ty con đến ngày 15 tháng 12 năm 2022),Đi vay,124.000,-,,124000.0,
Công ty Cổ phần Genestory (công ty con đến ngày 15 tháng 12 năm 2022),Công ty Cổ phần Genestory (công ty con đến ngày 15 tháng 12 năm 2022),Công ty Cổ phần Genestory (công ty con đến ngày 15 tháng 12 năm 2022),Góp vốn bằng tiền,101.300,-,,101300.0,
Công ty World Academy,Công ty World Academy,Công ty World Academy,Đi vay,80.000,-,,80000.0,
Công ty Vinpearl Quảng Bình,Công ty Vinpearl Quảng Bình,Công ty Vinpearl Quảng Bình,Doanh thu từ chuyển nhượng bất động sản,346.135,-,,346135.0,
