row_label_raw,row_label_full,TT,Tên công ty,Tên viết tắt,Tỷ lệ biểu quyết (%) (*),Tỷ lệ lợi ích (%),Trụ sở chính,Hoạt động chính,numeric__Tên công ty,numeric__Tên viết tắt,numeric__Tỷ lệ biểu quyết (%) (*),numeric__Tỷ lệ lợi ích (%),numeric__Trụ sở chính,numeric__Hoạt động chính
55,55,55,Công ty TNHH World Academy,Công ty World Academy,"100,00","100,00",Khu đô thị Vinhomes Riverside (1),▸ Cung cấp dịch vụ giáo dục,,,100.0,100.0,,
56,56,56,Công ty Cổ phần Đầu tư Phát triển VS,Công ty VS,"79,53","79,53",Khu đô thị Vinhomes Riverside (1),▸ Dịch vụ tư vấn quản lý,,,79.53,79.53,,
57,57,57,Công ty Cổ phần VinFA,Công ty VinFA,"100,00","100,00",Khu đô thị Vinhomes Riverside (1),▸ Kinh doanh bất động sản,,,100.0,100.0,,
58,58,58,Công ty Cổ phần Sản xuất và Kinh doanh VinFast,Công ty VinFast,"99,90","51,47","Khu Kinh tế Đình Vũ - Cát Hải, Đảo Cát Hải, Thị trấn Cát Hải, Huyện Cát Hải, Thành phố Hải Phòng, Việt Nam",▸ Sản xuất xe có động cơ,,,99.9,51.47,,
59,59,59,Công ty TNHH Kinh doanh Thương mại và Dịch vụ VinFast,Công ty VinFast Trading,"99,50","51,21",Khu đô thị Vinhomes Riverside (1),▸ Bán lẻ xe có động cơ,,,99.5,51.21,,
60,60,60,Công ty TNHH VinFast Germany,Công ty VinFast Germany,"100,00","51,47","Kornmarktarkaden, Bethmannstraße 8/Berliner Straße 51 – 60311 Frankfurt am Main, Germany","▸ Mua bán, xuất nhập khẩu thiết bị, linh kiện vật tư, phụ tùng ô tô xe máy và các hàng hóa liên quan",,,100.0,51.47,,
61,61,61,Công ty TNHH VinFast Engineering Australia,Công ty VinFast Australia,"100,00","51,47","65 Fennel Street, Port Melbourne, Victoria, Australia","▸ Thiết kế ô tô, xe máy; hợp tác nghiên cứu công nghệ và nhập khẩu, phân phối hàng hóa",,,100.0,51.47,,
62,62,62,Công ty Cổ phần Nghiên cứu và Sản xuất Vinsmart,Công ty Vinsmart,"82,65","82,65","Lô CN1-06B-1&2 Khu Công nghiệp Công nghệ cao 1, Khu Công nghệ cao Hòa Lạc, Xã Hạ Bằng, Huyện Thạch Thất, Thành phố Hà Nội, Việt Nam",▸ Sản xuất thiết bị truyền thông,,,82.65,82.65,,
63,63,63,Công ty Cổ phần Vingroup Investment Việt Nam,Công ty Vingroup Investment Việt Nam,"100,00","51,63",Khu đô thị Vinhomes Riverside (1),"▸ Hoạt động tư vấn, đầu tư",,,100.0,51.63,,
64,64,64,Công ty TNHH Vingroup Global,Công ty Vingroup Global,"100,00","82,65","120 Lower Delta Road, #02-00, Cendex Centre, Singapore","▸ Nhập khẩu phân phối hàng hóa, hợp tác nghiên cứu công nghệ",,,100.0,82.65,,
65,65,65,Công ty TNHH Vingroup Investment,Công ty Vingroup Investment,"90,15","74,50","120 Lower Delta Road, #02-05, Cendex Centre, Singapore",▸ Nghiên cứu và phát triển thị trường,,,90.15,74.5,,
66,66,66,Công ty TNHH Vingroup USA,Công ty Vingroup USA,"100,00","51,63","333 W. San Carlos St., Suite 600, San Jose, CA 95110, USA","▸ Nhập khẩu và phân phối thiết bị điện tử, viễn thông",,,100.0,51.63,,
67,67,67,Công ty TNHH VinFast Auto,Công ty VinFast Auto USA,"100,00","51,63","790 N. San Mateo Drive, San Mateo, CA 94401, USA",▸ Nhập khẩu và phân phối xe ô tô,,,100.0,51.63,,
68,68,68,Công ty TNHH VinFast USA Distribution,Công ty VinFast USA Distribution,"100,00","51,63","333 W. San Carlos Street, Suite 600, San Jose, USA",▸ Nhập khẩu và phân phối xe ô tô,,,100.0,51.63,,
