row_label_raw,row_label_full,Bên liên quan,Nội dung nghiệp vụ,Đơn vị tính: triệu VND > Năm nay,Đơn vị tính: triệu VND > Năm trước,numeric__Nội dung nghiệp vụ,numeric__Đơn vị tính: triệu VND > Năm nay,numeric__Đơn vị tính: triệu VND > Năm trước
Công ty Vinsmart,Công ty Vinsmart,Công ty Vinsmart,Cho vay,7.572.600,6.965.600,,7572600.0,6965600.0
Công ty Vinsmart,Công ty Vinsmart,Công ty Vinsmart,Góp vốn bằng cán trừ khoản cho vay,1.200.000,-,,1200000.0,
Công ty Vinsmart,Công ty Vinsmart,Công ty Vinsmart,Lãi cho vay,408.819,198.200,,408819.0,198200.0
Công ty Vinsmart,Công ty Vinsmart,Công ty Vinsmart,Phải thu chuyển nhượng khoản đầu tư,345.716,-,,345716.0,
Công ty Vinsmart,Công ty Vinsmart,Công ty Vinsmart,Nhận đặt cọc phí bởi hoàn,27.904,-,,27904.0,
Công ty Vinsmart,Công ty Vinsmart,Công ty Vinsmart,Góp vốn bằng tiền,-,3.160.900,,,3160900.0
Công ty Grand Prix,Công ty Grand Prix,Công ty Grand Prix,Cho vay,186.500,2.149.500,,186500.0,2149500.0
Công ty Grand Prix,Công ty Grand Prix,Công ty Grand Prix,Lãi cho vay,23.316,105.563,,23316.0,105563.0
Công ty Grand Prix,Công ty Grand Prix,Công ty Grand Prix,Góp vốn bằng cán trừ khoản cho vay,-,2.584.277,,,2584277.0
Công ty Cổ phần VinWonders Nha Trang (công ty con đến ngày 30 tháng 6 năm 2022),Công ty Cổ phần VinWonders Nha Trang (công ty con đến ngày 30 tháng 6 năm 2022),Công ty Cổ phần VinWonders Nha Trang (công ty con đến ngày 30 tháng 6 năm 2022),Cho vay,2.305.915,-,,2305915.0,
Công ty Cổ phần VinWonders Nha Trang (công ty con đến ngày 30 tháng 6 năm 2022),Công ty Cổ phần VinWonders Nha Trang (công ty con đến ngày 30 tháng 6 năm 2022),Công ty Cổ phần VinWonders Nha Trang (công ty con đến ngày 30 tháng 6 năm 2022),Đi vay,683.800,-,,683800.0,
Công ty VinTech,Công ty VinTech,Công ty VinTech,Góp vốn bằng cán trừ khoản cho vay,500.000,-,,500000.0,
Công ty VinTech,Công ty VinTech,Công ty VinTech,Lãi cho vay,114.334,110.906,,114334.0,110906.0
Công ty VinTech,Công ty VinTech,Công ty VinTech,Nhận chuyển nhượng khoản đầu tư,68.000,53.940,,68000.0,53940.0
Công ty VinTech,Công ty VinTech,Công ty VinTech,Cho vay,28.100,1.620.700,,28100.0,1620700.0
Công ty Vinbus,Công ty Vinbus,Công ty Vinbus,Cho vay,624.402,-,,624402.0,
Công ty Vinbrain,Công ty Vinbrain,Công ty Vinbrain,Góp vốn bằng tiền,-,459.000,,,459000.0
Công ty Vinbrain,Công ty Vinbrain,Công ty Vinbrain,Đi vay,-,180.800,,,180800.0
Công ty SADO,Công ty SADO,Công ty SADO,Cho vay,6.328.100,1.288.000,,6328100.0,1288000.0
Công ty SADO,Công ty SADO,Công ty SADO,Nhận chuyển nhượng khoản đầu tư,182.136,7.722.426,,182136.0,7722426.0
Công ty SADO,Công ty SADO,Công ty SADO,Lãi cho vay,166.907,494.064,,166907.0,494064.0
Công ty SADO,Công ty SADO,Công ty SADO,Chuyển đổi phải thu từ chuyển nhượng khoản đầu tư thành cho vay,-,7.722.426,,,7722426.0
Công ty SADO,Công ty SADO,Công ty SADO,Chuyển đổi phải thu từ hoàn cọc chuyển nhượng khoản đầu tư thành cho vay,-,199.000,,,199000.0
Công ty Đô thị Gia Lâm,Công ty Đô thị Gia Lâm,Công ty Đô thị Gia Lâm,Đi vay,-,3.600.000,,,3600000.0
Công ty Đô thị Gia Lâm,Công ty Đô thị Gia Lâm,Công ty Đô thị Gia Lâm,Cho vay,-,42.899,,,42899.0
Công ty Đô thị Gia Lâm,Công ty Đô thị Gia Lâm,Công ty Đô thị Gia Lâm,Lãi đi vay,-,19.206,,,19206.0
Công ty Thái Sơn,Công ty Thái Sơn,Công ty Thái Sơn,Hoàn cọc đã nhận cho mục đích chuyển nhượng khoản đầu tư,3.765.184,-,,3765184.0,
Công ty Thái Sơn,Công ty Thái Sơn,Công ty Thái Sơn,Đi vay,1.500.000,5.650.000,,1500000.0,5650000.0
Công ty Thái Sơn,Công ty Thái Sơn,Công ty Thái Sơn,Nhận đặt cọc cho mục đích chuyển nhượng khoản đầu tư,-,3.765.184,,,3765184.0
Công ty Cổ phần One Mount Group (công ty con đến ngày 30 tháng 3 năm 2022 và công ty liên kết đến ngày 30 tháng 6 năm 2022),Công ty Cổ phần One Mount Group (công ty con đến ngày 30 tháng 3 năm 2022 và công ty liên kết đến ngày 30 tháng 6 năm 2022),Công ty Cổ phần One Mount Group (công ty con đến ngày 30 tháng 3 năm 2022 và công ty liên kết đến ngày 30 tháng 6 năm 2022),Góp vốn bằng tiền,-,468.655,,,468655.0
