row_label_raw,row_label_full,Đối tượng nợ,Số cuối năm > Giá gốc,Số cuối năm > Giá trị có thể thu hồi,Đơn vị tính: triệu VND > Số đầu năm > Giá gốc,Đơn vị tính: triệu VND > Số đầu năm > Giá trị có thể thu hồi,numeric__Số cuối năm > Giá gốc,numeric__Số cuối năm > Giá trị có thể thu hồi,numeric__Đơn vị tính: triệu VND > Số đầu năm > Giá gốc,numeric__Đơn vị tính: triệu VND > Số đầu năm > Giá trị có thể thu hồi
Công ty con số 1,Công ty con số 1,Công ty con số 1,1.144.240,125.009,-,-,1144240.0,125009.0,,
Công ty con số 2,Công ty con số 2,Công ty con số 2,344.803,-,134.987,-,344803.0,,134987.0,
