row_label_raw,row_label_full,Bên cho vay/thu xếp tín dụng,Số cuối năm,Số cuối năm_1,Kỳ hạn trả gốc và lãi,Tài sản đảm bảo,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Kỳ hạn trả gốc và lãi,numeric__Tài sản đảm bảo
Bên cho vay/thu xếp tín dụng,Bên cho vay/thu xếp tín dụng,Bên cho vay/thu xếp tín dụng,Nguyên tệ,Triệu VND,Kỳ hạn trả gốc và lãi,Tài sản đảm bảo,,,,
Các bên thu xếp tín dụng của khoản vay hợp vốn 1,Bên cho vay/thu xếp tín dụng > Các bên thu xếp tín dụng của khoản vay hợp vốn 1,Các bên thu xếp tín dụng của khoản vay hợp vốn 1,USD,4.780.477,Gốc trả từ tháng 5 năm2023 đến tháng 11 năm2024; Lãi trả hàng quý.,(i),,4780477.0,,
Trong đó: vay dài hạn đến hạn trả,Bên cho vay/thu xếp tín dụng > Trong đó: vay dài hạn đến hạn trả,Trong đó: vay dài hạn đến hạn trả,USD,1.091.622,Gốc trả từ tháng 5 năm2023 đến tháng 11 năm2024; Lãi trả hàng quý.,(i),,1091622.0,,
Các bên thu xếp tín dụng của khoản vay hợp vốn 2,Bên cho vay/thu xếp tín dụng > Các bên thu xếp tín dụng của khoản vay hợp vốn 2,Các bên thu xếp tín dụng của khoản vay hợp vốn 2,USD,9.190.686,Gốc trả từ tháng 12 năm2023 đến tháng 12 năm2026; Lãi trả hàng quý.,(i),,9190686.0,,
Trong đó: vay dài hạn đến hạn trả,Bên cho vay/thu xếp tín dụng > Trong đó: vay dài hạn đến hạn trả,Trong đó: vay dài hạn đến hạn trả,USD,712.800,Gốc trả từ tháng 12 năm2023 đến tháng 12 năm2026; Lãi trả hàng quý.,(i),,712800.0,,
Các bên thu xếp tín dụng của khoản vay hợp vốn 3 (*),Bên cho vay/thu xếp tín dụng > Các bên thu xếp tín dụng của khoản vay hợp vốn 3 (*),Các bên thu xếp tín dụng của khoản vay hợp vốn 3 (*),USD,8.475.734,Gốc trả từ tháng 2 năm2023 đến tháng 2 năm2026; Lãi trả hàng quý.,(i),,8475734.0,,
Trong đó: vay dài hạn đến hạn trả,Bên cho vay/thu xếp tín dụng > Trong đó: vay dài hạn đến hạn trả,Trong đó: vay dài hạn đến hạn trả,USD,1.300.860,Gốc trả từ tháng 2 năm2023 đến tháng 2 năm2026; Lãi trả hàng quý.,(i),,1300860.0,,
TỔNG CỘNG,Bên cho vay/thu xếp tín dụng > TỔNG CỘNG,TỔNG CỘNG,,22.446.897,,,,22446897.0,,
Trong đó:Vay dài hạn,Bên cho vay/thu xếp tín dụng > Trong đó:Vay dài hạn,Trong đó:Vay dài hạn,,19.341.615,,,,19341615.0,,
Vay dài hạn đến hạn trả,Bên cho vay/thu xếp tín dụng > Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,,3.105.282,,,,3105282.0,,
