row_label_raw,row_label_full,TT,Tên công ty,Tên viết tắt,Tỷ lệ biểu quyết (%) (*),Tỷ lệ lợi ích (%),Trụ sở chính,Hoạt động chính,numeric__Tên công ty,numeric__Tên viết tắt,numeric__Tỷ lệ biểu quyết (%) (*),numeric__Tỷ lệ lợi ích (%),numeric__Trụ sở chính,numeric__Hoạt động chính
95,95,95,Công ty Cổ phần Khoáng sản Phan Thanh,Công ty Phan Thanh,"100,00","66,96","Thôn Bản Ro, Xã Phan Thanh, Huyện Lục Yên, Tĩnh Yên Bái, Việt Nam",Khai thác khoáng sản,,,100.0,66.96,,
96,96,96,Công ty Cổ phần Đầu tư Vạn Khoa,Công ty Đầu tư Vạn Khoa,"100,00","67,62","Thôn Ngói Kèn, Xã Liễu Đô, Huyện Lục Yên, Tĩnh Yên Bái, Việt Nam",Khai thác khoáng sản,,,100.0,67.62,,
97,97,97,Công ty TNHH Kinh doanh và Thương mại Dịch vụ Vinpro,Công ty Vinpro,"100,00","100,00",Khu đô thị Vinhomes Riverside\( ^{(1)} \),"Bán lẻ thiết bị nghe nhìn, máy tính, phần mềm và thiết bị viễn thông",,,100.0,100.0,,
98,98,98,Công ty Cổ phần Kinh doanh và Phát triển Sinh Thái,Công ty Kinh doanh Sinh Thái,"100,00","69,32","Tòa nhà Văn phòng Symphony, Đường Chu Huy Mân, Khu đô thị sinh thái Vinhomes Riverside, Phường Phúc Lợi, Quận Long Biên, Thành phố Hà Nội, Việt Nam","Đầu tư, xây dựng và kinh doanh bất động sản",,,100.0,69.32,,
99,99,99,Công ty Cổ phần VINDFS,Công ty VINDFS,"80,00","80,00","Ô CC-1 (Phân khu KT-A), Khu đô thị Biển An Viên, Phường Vĩnh Nguyên, Thành phố Nha Trang, tỉnh Khánh Hòa, Việt Nam",Bán lẻ hàng hóa khác mới trong các cửa hàng chuyên doanh,,,80.0,80.0,,
100,100,100,Công ty TNHH Vînpearl Travel,Công ty Vinpearl Travel,"100,00","100,00",Khu đô thị Vinhomes Riverside\( ^{(1)} \),Đại lý du lịch,,,100.0,100.0,,
101,101,101,Công ty TNHH Vinsmart Ukraine,Công ty Vinsmart Ukraine,"100,00","74,50","61105, Tòa nhà 15, Zabaikalskuy lane, Vùng Kharkiv, Thành phố Kharkiv, Ukraina",Nghiên cứu và phát triển thị trường,,,100.0,74.5,,
102,102,102,Công ty Cổ phần Phát triển Xây dựng Vincons 2,Công ty Vincons 2,"99,00","68,64","Km15 Đại Lộ Hùng Vương, Phường Cam Nghĩa, Thành phố Cam Ranh, Tĩnh Khánh Hòa, Việt Nam","Tư vấn, mô giới, đấu giá bất động sản, đấu giá quyền sử dụng đất",,,99.0,68.64,,
103,103,103,Công ty Cổ phần Muối Cam Ranh,Công ty Muối Cam Ranh,"100,00","69,34","Cây số 15, Km 1497, Phường Cam Nghĩa, Thành phố Cam Ranh, Tĩnh Khánh Hòa, Việt Nam",Kinh doanh bất động sản,,,100.0,69.34,,
104,104,104,Công ty Cổ phần Đầu tư Y học Công nghệ cao VinMedTech,Công ty VinMedTech,"99,00","99,00",Khu đô thị Vinhomes Riverside\( ^{(1)} \),Cung cấp các dịch vụ bệnh viện,,,99.0,99.0,,
