row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Đơn vị tính: triệu VND > Số đầu năm,Đơn vị tính: triệu VND > Số đầu năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Đơn vị tính: triệu VND > Số đầu năm,numeric__Đơn vị tính: triệu VND > Số đầu năm_1
,,,Giá gốc,Dự phòng,Giá gốc,Dự phòng,,,,
Đầu tư vào công ty con,Đầu tư vào công ty con,Đầu tư vào công ty con,163.454.799,(28.531.365),125.904.583,(22.940.043),163454799.0,-28531365.0,125904583.0,-22940043.0
Đầu tư vào công ty liên kết,Đầu tư vào công ty liên kết,Đầu tư vào công ty liên kết,51.150,(40.920),-,-,51150.0,-40920.0,,
Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,593.508,(60.800),868.630,(60.800),593508.0,-60800.0,868630.0,-60800.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,164.099.457,(28.633.085),126.773.213,(23.000.843),164099457.0,-28633085.0,126773213.0,-23000843.0
