row_label_raw,row_label_full,col_0,col_1,Don vị tính: triệu VND,Don vị tính: triệu VND_1,numeric__col_1,numeric__Don vị tính: triệu VND,numeric__Don vị tính: triệu VND_1
Bên liên quan,Bên liên quan,Bên liên quan,Nội dung nghiệp vụ,Năm nay,Năm trước,,,
Công ty Vinpearl,Bên liên quan > Công ty Vinpearl,Công ty Vinpearl,Cho vay,38.765.213,23.735.568,,38765213.0,23735568.0
Công ty Vinpearl,Bên liên quan > Công ty Vinpearl,Công ty Vinpearl,Phải thu chuyển nhượng khoản đầu tư,4.200.490,845.724,,4200490.0,845724.0
Công ty Vinpearl,Bên liên quan > Công ty Vinpearl,Công ty Vinpearl,Hoàn cọc đã nhận cho mục đích hợp tác đầu tư,3.497.686,-,,3497686.0,
Công ty Vinpearl,Bên liên quan > Công ty Vinpearl,Công ty Vinpearl,Lãi cho vay,1.062.409,736.238,,1062409.0,736238.0
Công ty Vinpearl,Bên liên quan > Công ty Vinpearl,Công ty Vinpearl,Doanh thu từ chuyển nhượng bất động sản,903.762,1.624.440,,903762.0,1624440.0
Công ty Vinpearl,Bên liên quan > Công ty Vinpearl,Công ty Vinpearl,Doanh thu từ hợp đồng hợp tác kinh doanh,129.365,180.929,,129365.0,180929.0
Công ty Vinpearl,Bên liên quan > Công ty Vinpearl,Công ty Vinpearl,Phải thu từ chi hộ chi phí truyền thông,53.181,-,,53181.0,
Công ty Vinpearl,Bên liên quan > Công ty Vinpearl,Công ty Vinpearl,Doanh thu cung cấp dịch vụ quản lý,144.706,161.472,,144706.0,161472.0
Công ty Vinpearl,Bên liên quan > Công ty Vinpearl,Công ty Vinpearl,Góp vốn bằng tiền,-,11.044.363,,,11044363.0
Công ty Vinpearl,Bên liên quan > Công ty Vinpearl,Công ty Vinpearl,Đặt cọc cho mục đích thực hiện hợp đồng,-,5.522.946,,,5522946.0
Công ty Vinpearl,Bên liên quan > Công ty Vinpearl,Công ty Vinpearl,Cẩn trữ phải thu chuyển nhượng bất động sản vớiđặt cọc,-,2.035.229,,,2035229.0
Công ty Vinpearl,Bên liên quan > Công ty Vinpearl,Công ty Vinpearl,Cẩn trữ phải thu chuyển nhượng khoản đầu tư vớiđặt cọc,-,488.743,,,488743.0
Công ty Vinpearl,Bên liên quan > Công ty Vinpearl,Công ty Vinpearl,Phí dịch vụ cho một hoạt động khác,-,441.836,,,441836.0
Công ty VinFast,Bên liên quan > Công ty VinFast,Công ty VinFast,Cho vay,48.921.378,31.118.640,,48921378.0,31118640.0
Công ty VinFast,Bên liên quan > Công ty VinFast,Công ty VinFast,Góp vốn bằng cần trừ khoản cho vay,45.733.714,4.121.775,,45733714.0,4121775.0
Công ty VinFast,Bên liên quan > Công ty VinFast,Công ty VinFast,Góp vốn bằng tiền,19.995.359,2.515.000,,19995359.0,2515000.0
Công ty VinFast,Bên liên quan > Công ty VinFast,Công ty VinFast,Lãi cho vay,2.245.501,1.229.683,,2245501.0,1229683.0
Công ty VinFast,Bên liên quan > Công ty VinFast,Công ty VinFast,Phải thu chi hộ chi phí truyền thông,80.312,-,,80312.0,
Công ty VinFast,Bên liên quan > Công ty VinFast,Công ty VinFast,Phải thu chuyển nhượng khoản đầu tư,-,4.693.380,,,4693380.0
Công ty VinFast,Bên liên quan > Công ty VinFast,Công ty VinFast,Chuyển đổi phải thu từ chuyển nhượng khoản đầu tưthành cho vay,-,4.693.380,,,4693380.0
Công ty VinFast,Bên liên quan > Công ty VinFast,Công ty VinFast,Cẩn trữ cho vay với phải thu từ một công ty con khác,-,762.867,,,762867.0
Công ty Vinmec,Bên liên quan > Công ty Vinmec,Công ty Vinmec,Cho vay,558.000,4.388.432,,558000.0,4388432.0
Công ty Vinmec,Bên liên quan > Công ty Vinmec,Công ty Vinmec,Lãi cho vay,306.706,11.894,,306706.0,11894.0
Công ty Vinmec,Bên liên quan > Công ty Vinmec,Công ty Vinmec,"Mua dịch vụ, hàng hóa",278.321,124.175,,278321.0,124175.0
Công ty Vinmec,Bên liên quan > Công ty Vinmec,Công ty Vinmec,Đi vay,-,1.105.000,,,1105000.0
Công ty Vinmec,Bên liên quan > Công ty Vinmec,Công ty Vinmec,Lãi đi vay,-,328.357,,,328357.0
Công ty Vinschool,Bên liên quan > Công ty Vinschool,Công ty Vinschool,Đi vay,2.260.000,1.900.895,,2260000.0,1900895.0
Công ty Vinschool,Bên liên quan > Công ty Vinschool,Công ty Vinschool,Nhận chuyển nhượng khoản đầu tư,100.000,-,,100000.0,
Công ty Vinschool,Bên liên quan > Công ty Vinschool,Công ty Vinschool,Lãi đi vay,79.827,44.296,,79827.0,44296.0
Công ty Vinschool,Bên liên quan > Công ty Vinschool,Công ty Vinschool,Nhận đặt cọc cho mục đích hợp tác đầu tư,-,800.000,,,800000.0
Công ty Vinschool,Bên liên quan > Công ty Vinschool,Công ty Vinschool,Cho vay,-,181.558,,,181558.0
Công ty Vincom Retail,Bên liên quan > Công ty Vincom Retail,Công ty Vincom Retail,Nhận đặt cọc cho mục đích hợp tác đầu tư,2.293.180,1.070.000,,2293180.0,1070000.0
Công ty Vincom Retail,Bên liên quan > Công ty Vincom Retail,Công ty Vincom Retail,Cẩn trữ phải thu chuyển nhượng bất động sản vớiđặt cọc,590.358,384.178,,590358.0,384178.0
Công ty Vincom Retail,Bên liên quan > Công ty Vincom Retail,Công ty Vincom Retail,Doanh thu từ chuyển nhượng bất động sản,462.831,340.819,,462831.0,340819.0
Công ty Vincom Retail,Bên liên quan > Công ty Vincom Retail,Công ty Vincom Retail,Doanh thu cung cấp dịch vụ quản lý,99.411,108.843,,99411.0,108843.0
Công ty Vincom Retail,Bên liên quan > Công ty Vincom Retail,Công ty Vincom Retail,Doanh thu từ hợp đồng hợp tác kinh doanh,51.896,92.695,,51896.0,92695.0
Công ty Vận hành Vincom Retail,Bên liên quan > Công ty Vận hành Vincom Retail,Công ty Vận hành Vincom Retail,"Cẩn trữ, hoàn trả khoản đặt cọc cho mục đích hợp tác đầu tư",-,334.000,,,334000.0
Công ty Vận hành Vincom Retail,Bên liên quan > Công ty Vận hành Vincom Retail,Công ty Vận hành Vincom Retail,Doanh thu từ chuyển nhượng bất động sản,-,279.187,,,279187.0
Công ty Thành Phố Xanh,Bên liên quan > Công ty Thành Phố Xanh,Công ty Thành Phố Xanh,Hoàn cọc đã nhận cho mục đích hợp tác đầu tư,7.924.500,-,,7924500.0,
Công ty Thành Phố Xanh,Bên liên quan > Công ty Thành Phố Xanh,Công ty Thành Phố Xanh,Nhận đặt cọc cho mục đích hợp tác đầu tư,-,5.202.000,,,5202000.0
Công ty Thành Phố Xanh,Bên liên quan > Công ty Thành Phố Xanh,Công ty Thành Phố Xanh,Đi vay,-,1.680.000,,,1680000.0
