row_label_raw,row_label_full,col_0,Giá trị sổ sách > 31.12.2023 > Giá trị VND,Giá trị sổ sách > 31.12.2023 > Dự phòng VND,Giá trị sổ sách > 01.01.2023 > Giá trị VND,Giá trị sổ sách > 01.01.2023 > Dự phòng VND,Giá trị hợp lý > 31.12.2023 > VND,Giá trị hợp lý > 01.01.2023 > VND,numeric__Giá trị sổ sách > 31.12.2023 > Giá trị VND,numeric__Giá trị sổ sách > 31.12.2023 > Dự phòng VND,numeric__Giá trị sổ sách > 01.01.2023 > Giá trị VND,numeric__Giá trị sổ sách > 01.01.2023 > Dự phòng VND,numeric__Giá trị hợp lý > 31.12.2023 > VND,numeric__Giá trị hợp lý > 01.01.2023 > VND
Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,296.127.587.276,-,382.261.109.037,-,296.127.587.276,382.261.109.037,296127587276.0,,382261109037.0,,296127587276.0,382261109037.0
Phải thu khách hàng,Phải thu khách hàng,Phải thu khách hàng,399.951.959.341,(11.035.892.482),204.928.657.469,(11.035.892.482),388.916.066.859,193.892.764.987,399951959341.0,-11035892482.0,204928657469.0,-11035892482.0,388916066859.0,193892764987.0
Trả trước cho người bán,Trả trước cho người bán,Trả trước cho người bán,336.142.041.853,(1.301.620.413),260.602.778.486,(1.301.620.413),334.840.421.440,259.301.158.073,336142041853.0,-1301620413.0,260602778486.0,-1301620413.0,334840421440.0,259301158073.0
Phải thu về cho vay,Phải thu về cho vay,Phải thu về cho vay,-,-,1.000.000.000,-,-,1.000.000.000,,,1000000000.0,,,1000000000.0
Các khoản phải thu khác,Các khoản phải thu khác,Các khoản phải thu khác,371.867.515.213,(873.033.836),561.653.131.117,(873.033.836),370.994.481.377,560.780.097.281,371867515213.0,-873033836.0,561653131117.0,-873033836.0,370994481377.0,560780097281.0
Đầu tư tài chính ngắn hạn,Đầu tư tài chính ngắn hạn,Đầu tư tài chính ngắn hạn,76.965.731.271,-,72.830.731.676,-,76.965.731.271,72.830.731.676,76965731271.0,,72830731676.0,,76965731271.0,72830731676.0
Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,496.981.414.519,-,531.096.348.432,-,496.981.414.519,531.096.348.432,496981414519.0,,531096348432.0,,496981414519.0,531096348432.0
Cộng,Cộng,Cộng,1.978.036.249.473,(13.210.546.731),2.014.372.756.217,(13.210.546.731),1.964.825.702.742,2.001.162.209.486,1978036249473.0,-13210546731.0,2014372756217.0,-13210546731.0,1964825702742.0,2001162209486.0
